,league,season,fthg,ftag,odd_h,odd_d,odd_a,num of events type 1 for size 1,num of events type 2 for size 1,num of events type 3 for size 1,num of events type 4 for size 1,num of events type 5 for size 1,num of events type 6 for size 1,num of events type 7 for size 1,num of events type 8 for size 1,num of events type 9 for size 1,num of events type 10 for size 1,num of events type 11 for size 1,num of events type 12 for size 1,num of events type 13 for size 1,num of events type 14 for size 1,num of events type 15 for size 1
4113,I1,2014,2,0,1.23,7.6,22,18,4,6,0,0,0,0,-6,2,0,1,12,2,0,0
4114,SP1,2014,4,1,2.06,3.67,4.2,-3,-3,4,0,0,0,0,-4,-1,-2,1,0,-1,0,0
4115,F1,2014,2,0,2.25,3.3,4.4,11,3,10,3,0,-1,1,-10,1,1,0,11,1,-1,0
4116,D1,2014,4,1,2.4,3.65,3.5,2,-2,-3,-2,0,0,0,3,-1,-1,0,2,-1,0,0
4117,I1,2014,2,0,1.42,5.4,9.8,12,3,7,1,0,-1,0,-6,2,0,0,7,2,-1,0
4118,SP1,2014,3,0,1.62,4.6,7,-4,-4,-5,-2,0,0,0,4,-2,0,0,-3,-2,0,0
4119,SP1,2014,2,1,1.55,4.88,8.2,16,6,-1,-3,0,-1,0,1,2,1,0,16,2,-1,0
4120,E0,2014,2,1,3.42,3.4,2.78,-8,2,-1,0,0,0,0,2,2,0,0,-9,2,0,0
4121,I1,2014,1,2,4.3,3.7,2.05,-6,-2,6,1,0,0,0,-7,3,0,0,-9,3,0,0
4122,SP1,2014,5,0,1.3,6.8,15,7,1,7,-2,0,0,0,-9,1,-2,0,5,1,0,0
4123,F1,2014,2,1,1.58,4.2,7.8,3,-4,-6,-2,0,0,0,5,7,0,0,1,7,0,0
4124,E0,2014,0,0,1.8,4.01,5.3,-5,4,-2,-2,0,0,-1,2,0,0,0,-4,0,0,0
4125,I1,2014,1,0,2.02,3.45,4.6,-4,-1,6,0,0,0,0,-6,-2,1,0,-1,-2,0,0
4126,E0,2014,1,0,1.4,5.1,13,5,2,6,0,0,0,0,-6,0,0,0,4,0,0,0
4127,I1,2014,2,0,1.95,3.65,4.9,-1,-1,2,0,0,0,0,-2,2,1,-1,-4,2,0,0
4128,I1,2014,3,2,3.55,3.57,2.3,0,-3,5,0,0,0,0,-4,5,0,0,2,5,0,0
4129,E0,2014,2,1,2.45,3.45,3.65,-3,-3,-4,-1,0,0,0,3,2,0,0,-3,2,0,0
4130,F1,2014,2,2,5.7,4.1,1.77,-12,-2,-1,1,0,0,0,1,-1,0,0,-12,-1,1,0
4131,SP1,2014,0,1,2.78,3.45,2.82,9,5,-6,-3,0,0,0,6,-1,0,1,3,-1,0,0
4132,I1,2014,1,1,4.4,3.45,2.1,-1,1,-3,2,0,0,0,2,-1,-1,0,-4,-1,0,0
4133,SP1,2014,0,3,11,5.8,1.41,-9,-1,5,2,0,0,0,-4,-1,0,0,-9,-1,0,-1
4134,SP1,2014,0,0,2.05,3.75,5.1,-2,2,9,-2,0,0,0,-9,-2,-1,0,-3,-2,0,0
4135,SP1,2014,3,1,2.5,3.4,3.35,-11,-5,3,-2,0,1,1,-2,-4,0,0,-11,-4,1,0
4136,I1,2014,1,2,2.7,3.4,3.1,7,6,2,-1,0,0,0,-7,-1,-1,1,3,-1,0,0
4137,SP1,2014,1,2,1.47,5.1,8.63,11,3,-2,-5,0,0,0,1,4,-1,-1,6,4,0,0
4138,I1,2014,1,0,2.75,3.4,2.97,-5,-1,2,1,0,0,0,-3,-1,0,1,-5,-1,0,0
4139,I1,2014,1,2,3.6,3.45,2.45,6,2,-6,-1,0,1,0,6,-2,0,-1,2,-2,1,0
4140,I1,2014,4,0,1.2,9,29,15,3,1,0,0,0,0,-2,0,0,0,14,0,-1,0
4141,SP1,2014,7,3,1.25,7.9,15,2,1,0,-1,0,0,0,-1,0,0,-1,2,0,-1,0
4142,SP1,2014,2,2,2.78,3.45,2.82,2,7,10,3,0,0,1,-11,2,-2,-1,0,2,0,0
4143,I1,2014,0,3,1.83,3.9,6.45,-7,4,-6,1,0,0,0,4,1,0,0,-8,1,1,0
4144,I1,2014,1,1,1.83,3.95,6,13,1,-7,2,0,0,0,6,-4,-1,0,13,-4,0,0
4145,I1,2014,3,3,2.75,3.32,3,7,1,-4,2,0,0,0,6,-1,0,1,6,-1,0,0
4146,I1,2014,2,0,2.22,3.45,3.95,-4,4,0,-1,0,0,0,0,2,-1,0,0,2,0,0
4147,SP1,2014,0,0,1.95,3.8,5.17,-2,1,-4,-3,0,0,0,1,0,0,1,2,0,1,0
4148,I1,2014,1,0,1.31,6.4,14,16,9,-4,-2,0,0,0,6,-5,-1,0,9,-5,0,0
4149,SP1,2014,1,2,9.2,4.65,1.53,3,0,-1,-2,0,0,0,0,0,-4,-2,2,0,-1,0
4150,SP1,2014,2,2,1.7,4,6.1,6,4,-1,0,0,0,0,1,4,1,0,8,4,0,0
4151,SP1,2014,0,2,1.58,4.51,7.6,4,1,-2,-3,0,1,0,3,2,1,0,2,2,1,0
4152,D1,2014,6,1,1.3,7.2,14.01,14,5,10,1,0,0,0,-10,2,0,0,12,2,0,0
4153,SP1,2014,1,0,1.14,12.87,35.13,11,7,-11,-2,0,0,1,11,4,-1,0,6,4,0,0
4154,F1,2014,4,0,1.22,7.7,19,8,0,-3,0,0,0,0,1,2,0,0,5,2,0,0
4155,D1,2014,0,2,2.52,3.55,3.1,7,2,4,2,0,0,0,-3,-3,-1,0,5,-3,0,0
4156,F1,2014,1,3,2.55,3.3,3.35,0,-4,6,0,0,0,-1,-6,-1,0,0,2,-1,0,1
4157,I1,2014,0,2,2.05,3.8,4.69,13,7,8,-1,0,0,-1,-8,1,-1,0,13,1,0,0
4158,E0,2014,2,0,2.25,3.65,3.88,-1,-2,4,1,0,0,1,-3,-3,0,0,-2,-3,0,0
4159,F1,2014,1,1,2.75,3.44,3.1,0,0,-7,1,0,0,0,6,3,-1,1,-1,3,0,0
4160,E0,2014,2,0,1.6,4.33,7.4,-3,7,2,-1,0,0,0,-2,2,0,0,-2,2,0,0
4161,SP1,2014,0,1,1.65,4.57,6.4,-4,5,-7,1,0,0,0,7,2,3,0,-3,2,0,0
4162,F1,2014,4,2,2.25,3.36,4,3,1,5,0,0,0,0,-5,0,0,1,3,0,0,0
4163,E0,2014,0,0,2.25,3.55,3.81,10,4,-6,-2,0,0,2,6,-1,0,0,7,-1,0,0
4164,E0,2014,1,0,2.38,3.4,3.8,17,2,4,2,0,-2,0,-5,4,0,0,13,4,-2,1
4165,E0,2014,2,0,6.6,4.45,1.65,3,-3,1,0,0,0,0,-2,-1,0,0,6,-1,0,0
4166,D1,2014,0,3,2.1,3.6,4.1,7,4,-4,-3,0,0,0,5,3,0,0,4,3,-1,0
4167,SP1,2014,1,0,2.3,3.55,3.65,6,-2,0,0,0,0,0,-2,0,1,0,6,0,-1,0
4168,I1,2014,0,1,5.9,4,1.77,-7,3,0,-2,0,0,0,0,2,0,0,-5,2,0,0
4169,SP1,2014,2,3,14,7.4,1.32,11,5,4,-2,0,0,0,-4,0,-1,2,2,0,0,0
4170,F1,2014,0,0,3.8,3.4,2.3,12,7,8,3,0,-1,0,-8,0,-1,0,12,0,0,0
4171,D1,2014,1,2,2.55,3.6,3.1,-1,7,0,1,0,0,0,2,3,0,0,-1,3,0,-1
4172,D1,2014,1,0,5.8,4.33,1.7,0,0,-6,-2,0,0,-1,8,1,0,0,1,1,-1,0
4173,I1,2014,2,1,1.25,8,20.12,8,11,1,0,0,0,0,-1,1,-1,0,6,1,0,0
4174,D1,2014,0,2,2.45,3.7,3.25,9,5,-2,-2,0,0,-2,1,-2,1,0,8,-2,0,0
4175,F1,2014,2,1,2.75,3.38,3.05,5,0,6,-1,0,0,0,-6,-4,1,1,4,-4,0,0
4176,E0,2014,1,3,6.9,4.86,1.6,4,1,-7,1,0,0,0,7,1,0,0,8,1,0,0
4177,SP1,2014,5,0,1.76,4.2,5.9,12,7,2,2,0,-1,0,0,4,1,0,9,4,-1,0
4178,F1,2014,2,0,1.83,3.75,6.65,6,8,2,-1,0,-1,0,-2,0,1,0,1,0,-1,0
4179,E0,2014,7,0,1.23,8.5,21,21,7,-4,0,0,0,1,4,1,0,0,13,1,0,1
4180,E0,2014,1,1,3.25,3.25,2.62,-1,1,-1,2,0,0,1,0,-2,0,0,0,-2,0,0
4181,D1,2014,1,2,12,6.4,1.35,-10,2,3,2,0,0,1,-5,1,0,0,-10,1,0,0
4182,I1,2014,3,4,2.2,3.4,4.3,-6,1,1,1,0,0,0,0,2,0,-2,-2,2,1,0
4183,SP1,2014,0,1,2.8,3.62,2.78,-1,0,9,4,0,0,0,-10,1,0,0,1,1,0,0
4184,I1,2014,0,2,1.73,4,6.4,10,1,-1,1,0,0,0,0,2,-2,1,3,2,0,0
4185,SP1,2014,0,1,2.26,3.4,3.9,-2,-2,1,-1,0,0,0,0,-1,0,1,-3,-1,0,0
4186,F1,2014,1,2,2.54,3.25,3.55,-3,5,1,1,0,0,1,-2,-4,1,1,-5,-4,0,0
4187,I1,2014,1,1,4.65,3.54,2.05,2,0,1,-1,0,0,0,0,-1,0,0,0,-1,0,0
4188,I1,2014,2,1,2.32,3.43,3.6,-12,-2,-11,-3,0,0,0,12,2,0,0,-9,2,0,0
4189,D1,2014,3,2,2.5,3.6,3.2,-6,-3,-7,-1,0,0,0,7,6,2,2,-3,6,0,0
4190,D1,2014,2,1,2.15,3.55,4.2,8,3,-7,0,0,-1,0,7,-1,-1,1,6,-1,-1,0
4191,E0,2014,1,0,3.4,3.4,2.5,-1,3,5,1,0,-1,0,-5,-2,0,0,-1,-2,-1,0
4192,E0,2014,0,0,2.55,3.41,3.59,-7,2,2,3,0,0,0,-3,2,0,0,-5,2,0,0
4193,F1,2014,2,0,2.65,3.25,3.3,-8,-3,-1,0,0,0,0,-1,4,-1,0,-3,4,0,0
4194,SP1,2014,2,0,1.42,5.3,10.2,13,3,-6,1,0,0,-1,6,5,-2,0,9,5,-1,0
4195,I1,2014,1,0,2.65,3.39,3.13,13,-1,-3,-2,0,0,0,4,-4,2,0,11,-4,-1,0
4196,SP1,2014,3,2,2.2,3.65,3.7,2,-1,9,0,0,0,0,-9,1,-1,0,1,1,0,0
4197,F1,2014,1,1,2.56,3.15,3.5,13,2,-17,-1,0,0,0,17,3,1,0,9,3,0,0
4198,I1,2014,0,3,2.75,3.55,2.94,-3,2,0,-3,0,0,0,0,2,-1,0,-7,2,0,0
4199,I1,2014,0,0,2.15,3.3,4.33,9,0,-10,1,0,0,0,13,-1,3,0,8,-1,0,0
4200,SP1,2014,0,1,3.2,3.36,2.6,-12,0,8,0,0,0,0,-7,1,1,0,-7,1,0,0
4201,SP1,2014,0,1,2.25,3.4,4.11,16,7,-6,-1,0,0,0,6,-1,0,0,13,-1,0,0
4202,D1,2014,0,0,1.73,4.2,6.18,12,4,10,0,0,0,-1,-11,-1,-1,0,11,-1,0,0
4203,SP1,2014,3,1,2.41,3.38,3.45,-3,2,5,0,0,0,1,1,2,0,0,0,2,0,0
4204,F1,2014,1,1,1.3,6.4,14.52,6,9,-13,-1,0,0,0,13,4,1,0,8,4,0,0
4205,E0,2014,4,0,1.29,8.2,16,29,6,6,-1,0,0,0,-6,2,0,0,21,2,0,1
4206,D1,2014,2,1,5.6,4.3,1.77,-2,3,-3,-2,0,0,0,6,-1,-1,0,-2,-1,0,0
4207,SP1,2014,2,1,1.65,4.1,7,14,8,-5,-3,0,1,0,4,-2,-1,0,9,-2,1,0
4208,F1,2014,1,0,2.66,3.44,3.13,6,5,6,-1,0,0,-1,-8,1,-1,0,3,1,0,0
4209,E0,2014,2,0,2.3,3.4,3.75,9,2,7,0,0,0,-1,-7,-2,0,0,6,-2,0,0
4210,E0,2014,2,2,1.35,6.3,12,7,5,-1,-3,0,0,0,1,3,0,0,5,3,0,0
4211,D1,2014,3,1,1.65,4.6,6.66,9,4,-4,-2,0,0,0,5,1,1,0,7,1,0,0
4212,F1,2014,0,0,3.3,3.3,2.66,-4,-1,3,0,0,0,1,-3,0,-1,0,-4,0,1,0
4213,SP1,2014,0,2,2.05,3.78,4.3,1,4,-4,1,0,0,0,4,-2,1,0,3,-2,0,0
4214,E0,2014,3,1,2.55,3.5,3.44,3,2,2,0,0,0,-1,-2,-6,0,0,7,-6,0,0
4215,SP1,2014,1,1,2.15,3.4,4.3,1,-3,4,-3,0,0,-1,-3,6,-1,0,-3,6,0,0
4216,D1,2014,3,1,1.73,4.3,6.28,-6,3,-9,0,0,0,0,10,-1,0,0,-3,-1,0,1
4217,D1,2014,3,0,1.17,10,24.82,16,4,0,0,0,0,0,-2,-4,0,-1,6,-4,0,0
4218,D1,2014,5,3,1.7,4.4,5.7,9,-3,-6,-1,0,0,1,7,1,0,0,8,1,0,0
4219,E0,2014,4,1,1.65,4,7.8,5,1,-3,-1,0,0,0,4,-3,0,0,4,-3,0,0
4220,F1,2014,0,0,2.15,3.45,4.5,8,6,1,-1,0,1,0,-2,-1,1,0,6,-1,1,0
4221,F1,2014,1,1,1.65,4,8.3,21,11,-8,0,0,0,0,8,2,0,0,15,2,0,0
4222,E0,2014,0,0,6,3.91,1.77,-5,-3,8,1,0,0,1,-8,3,0,0,-4,3,0,0
4223,I1,2014,1,0,3.15,3.27,2.74,-6,-1,7,-1,0,0,0,-7,-2,3,1,-4,-2,0,0
4224,I1,2014,2,0,1.35,6.2,13,4,6,8,0,0,0,0,-7,1,-2,0,6,1,0,1
4225,D1,2014,2,3,2.36,3.65,3.4,-3,0,0,0,0,0,0,-2,0,0,2,-6,0,0,0
4226,F1,2014,3,1,1.23,7.8,20,2,-4,-3,-1,0,0,-1,2,11,0,1,4,11,0,0
4227,SP1,2014,5,1,1.25,8.4,14.32,8,-5,6,1,0,0,0,-6,2,1,-1,9,2,0,0
4228,F1,2014,1,1,2.45,3.37,3.55,-1,1,4,-1,0,-1,0,-4,-2,0,0,-5,-2,-1,0
4229,I1,2014,1,1,1.35,6.1,12.5,6,6,-6,-2,0,0,0,7,2,-2,0,6,2,0,1
4230,E0,2014,3,3,2.05,3.4,4.5,11,10,-2,2,0,0,0,4,3,0,0,8,3,0,0
4231,SP1,2014,2,2,1.55,4.7,9,8,1,-6,-4,0,0,0,7,1,-1,1,4,1,0,0
4232,I1,2014,3,0,1.75,4,5.9,1,0,0,3,0,0,1,-1,0,-1,0,3,0,1,0
4233,E0,2014,0,1,1.62,4.4,7.4,22,7,-10,-1,0,0,0,10,-6,0,0,14,-6,0,0
4234,D1,2014,1,0,2.75,3.6,2.9,7,0,1,3,0,0,1,0,2,1,0,11,2,0,0
4235,I1,2014,2,1,2.48,3.25,3.51,3,7,-1,1,0,0,0,1,-2,0,0,0,-2,0,0
4236,I1,2014,0,0,4.85,3.65,2.05,-16,-6,6,1,0,1,0,-7,2,-1,0,-10,2,0,0
4237,D1,2014,1,3,3.55,3.61,2.45,9,5,-5,1,0,0,-1,5,-6,-1,0,6,-6,0,0
4238,SP1,2014,1,3,2.5,3.45,3.2,3,1,6,1,0,0,0,-8,-3,0,0,1,-3,1,0
4239,I1,2014,2,0,2.35,3.4,3.65,-12,2,-1,-1,0,0,0,0,-1,0,0,-4,-1,0,0
4240,F1,2014,1,2,2.16,3.45,4.3,4,3,-8,-1,0,0,0,7,-1,0,0,2,-1,0,0
4241,E0,2014,1,0,2.4,3.55,3.4,-5,-1,1,-1,0,0,0,-1,0,0,0,-1,0,0,0
4242,SP1,2014,1,1,3.95,3.52,2.25,8,4,-9,-1,0,0,1,9,-1,1,0,7,-1,0,-1
4243,I1,2014,2,1,2.15,3.45,4.4,1,0,9,0,0,0,1,-9,-5,0,0,-2,-5,0,0
4244,SP1,2014,1,4,12.18,7.2,1.32,5,9,6,1,0,0,0,-7,-2,0,1,2,-2,0,0
4245,I1,2014,1,1,2.35,3.4,3.8,-3,-6,-5,0,0,1,0,4,1,0,0,-2,1,1,0
4246,E0,2014,1,0,7.9,4.9,1.5,-19,-14,-7,-1,0,0,0,8,-2,0,0,-14,-2,0,0
4247,F1,2014,0,3,2.25,3.25,4.2,4,4,-7,-1,0,0,0,7,2,1,0,2,2,0,0
4248,I1,2014,2,1,1.47,5.05,9.8,3,7,-6,-4,0,0,0,7,-1,0,1,3,-1,0,0
4249,F1,2014,2,1,1.6,4.11,8.35,6,1,-3,-1,0,0,0,3,0,1,-1,6,0,0,0
4250,D1,2014,0,2,2.4,3.65,3.45,-11,-3,4,-2,0,0,-1,-2,-1,1,0,-10,-1,0,0
4251,F1,2014,1,3,4.9,3.65,2.1,-9,2,1,3,0,0,0,-1,5,-3,0,-11,5,0,0
4252,SP1,2014,0,1,2.02,3.6,4.5,-3,5,-9,0,0,0,0,8,1,-1,0,-4,1,0,0
4253,D1,2014,1,1,3.55,3.54,2.3,-12,-2,5,0,0,0,-1,-6,2,-1,0,-10,2,0,0
4254,SP1,2014,7,0,1.27,6.9,15.73,24,5,-3,-2,0,0,0,2,4,-1,0,22,4,-1,1
4255,I1,2014,0,1,1.55,4.85,8.1,-3,-1,-6,0,0,0,0,5,5,0,0,-7,5,0,0
4256,F1,2014,1,1,2.7,3.27,3.1,5,4,-3,-1,0,0,0,4,-3,0,0,1,-3,0,0
4257,E0,2014,2,0,2.2,3.3,4.4,6,-4,5,1,0,-1,-1,-5,0,0,0,6,0,-1,0
4258,D1,2014,0,1,2.7,3.55,2.9,8,8,3,0,0,0,0,-1,-3,-1,0,7,-3,0,0
4259,SP1,2014,4,0,1.2,8.7,23,3,-5,0,-2,0,0,0,2,-2,2,2,0,-2,-1,0
4260,F1,2014,1,1,1.67,4,7,4,2,-5,-2,0,0,-1,5,0,-1,0,5,0,0,0
4261,E0,2014,2,1,1.83,3.95,5.2,11,1,0,-1,0,0,0,-1,1,0,0,11,1,0,0
4262,F1,2014,0,3,8,4.5,1.62,0,6,-2,1,0,0,0,2,-4,1,1,-1,-4,0,0
4263,I1,2014,1,1,1.53,4.9,10.7,37,11,-5,1,0,-1,-1,6,-1,-2,0,27,-1,-1,0
4264,D1,2014,2,0,2.26,3.65,3.5,8,1,-9,-1,0,0,0,9,3,-1,0,5,3,0,0
4265,E0,2014,1,2,3.5,3.53,2.45,-13,0,4,2,0,0,0,-3,2,0,0,-11,2,0,-1
4266,E0,2014,0,1,4.75,3.5,4.9,5,7,-3,1,0,-1,0,4,0,0,0,2,0,-1,0
4267,E0,2014,3,3,3.04,3.38,2.7,7,-1,0,0,0,0,1,1,-3,0,0,7,-3,0,0
4268,I1,2014,0,1,2.25,3.45,4.15,-7,4,-1,3,0,0,0,2,-2,0,0,-5,-2,0,0
4269,F1,2014,1,1,1.95,3.4,5.9,2,5,-8,0,0,0,0,9,0,1,-1,4,0,0,0
4270,SP1,2014,0,5,13,7,1.36,-23,-5,8,-1,0,0,0,-7,0,1,0,-20,0,0,0
4271,E0,2014,0,3,7.1,4.33,1.73,-12,4,3,0,0,0,0,-2,1,0,0,-9,1,0,0
4272,E0,2014,2,0,1.7,4.33,7.2,-2,-1,-3,-3,0,0,1,3,4,0,0,-1,4,0,0
4273,D1,2014,0,3,3.75,3.62,2.3,-3,-1,-5,-1,0,0,0,6,-4,-1,0,-2,-4,0,0
4274,F1,2014,1,1,2.3,3.51,3.75,5,1,4,-3,0,0,0,-4,-2,0,0,5,-2,0,0
4275,F1,2014,0,4,2.4,3.36,3.6,-5,3,-2,1,0,1,0,3,-5,2,-1,-6,-5,1,0
4276,D1,2014,3,3,3.03,3.67,2.65,1,4,3,4,0,0,0,-1,-1,0,0,1,-1,0,-1
4277,SP1,2014,4,3,1.85,3.92,4.9,13,4,-10,-2,0,0,0,12,2,-1,0,10,2,-1,0
4278,D1,2014,0,1,2.5,3.47,3.5,14,5,-1,2,0,0,0,1,3,-2,0,10,3,0,0
4279,D1,2014,2,3,2.76,3.55,2.82,5,0,-3,-1,0,0,0,3,-4,-1,0,3,-4,0,0
4280,E0,2014,6,0,1.73,4.1,6,3,-3,-4,-2,0,0,0,5,-4,0,0,2,-4,0,1
4281,F1,2014,0,1,3.3,3.22,2.75,2,2,-8,0,0,0,0,9,1,-2,0,2,1,0,0
4282,D1,2014,3,1,2.15,3.8,3.9,7,5,-2,-1,0,0,-2,3,-3,-2,0,6,-3,-1,0
4283,F1,2014,0,1,3.8,3.4,2.32,-2,-1,8,0,0,0,1,-7,1,-1,0,-1,1,0,0
4284,I1,2014,1,1,4.45,3.75,2.05,-13,-13,2,3,0,0,0,0,2,0,0,-11,2,0,0
4285,I1,2014,4,1,1.75,3.95,7,5,1,-8,-2,0,0,0,8,1,-2,0,4,1,0,0
4286,E0,2014,2,2,6.2,4.1,1.8,-1,-4,3,2,0,0,1,-3,-3,0,0,-3,-3,0,0
4287,SP1,2014,4,0,1.77,4.2,5.8,7,2,-6,-5,0,0,0,6,5,0,0,6,5,-1,0
4288,I1,2014,1,1,3.45,3.25,2.51,-2,-1,-3,0,0,1,0,2,2,1,0,-2,2,1,0
4289,I1,2014,2,0,2.26,3.3,3.85,3,3,0,2,0,0,0,3,-4,-3,0,1,-4,1,0
4290,SP1,2014,2,1,3.4,3.45,2.45,-17,-5,5,0,0,0,0,-3,0,1,0,-8,0,0,0
4291,SP1,2014,0,3,3.55,3.45,2.35,-19,1,-1,0,0,1,0,2,2,1,-1,-18,2,1,0
4292,SP1,2014,1,4,2.35,3.55,3.77,7,3,3,0,0,1,0,-2,2,-1,-2,6,2,1,0
4293,F1,2014,1,0,1.67,4,8,11,3,-4,-4,0,0,0,6,-2,2,0,6,-2,-1,0
4294,I1,2014,0,2,13,5.55,1.42,-12,-8,-4,3,0,0,0,6,2,0,0,-11,2,0,0
4295,I1,2014,1,0,3.35,3.31,2.75,9,0,13,0,0,0,0,-13,4,0,0,6,4,0,0
4296,I1,2014,0,0,1.43,5.3,10.5,10,12,-1,-2,0,0,0,1,0,-1,0,8,0,0,0
4297,SP1,2014,1,2,2.68,3.45,3,-2,2,12,5,0,0,0,-11,0,0,0,-3,0,1,0
4298,E0,2014,2,2,2.25,3.4,4,-4,2,-6,-1,0,0,-1,5,1,0,0,0,1,0,0
4299,F1,2014,2,0,1.95,3.65,5,7,6,5,2,0,0,0,-6,-9,2,0,5,-9,0,0
4300,D1,2014,1,1,1.9,4,4.5,2,-1,6,3,0,0,2,-7,-2,0,1,3,-2,0,0
4301,SP1,2014,1,0,2,3.7,4.95,5,-1,-2,2,0,0,0,4,-2,-1,0,1,-2,0,0
4302,SP1,2014,1,1,1.57,5.1,9.4,-1,1,2,-3,0,0,0,-1,2,0,0,0,2,0,0
4303,SP1,2014,3,1,1.93,3.84,6.44,10,4,-4,-1,0,0,0,4,1,2,0,7,1,0,0
4304,E0,2014,3,0,1.9,4.13,5.6,12,3,3,1,0,0,0,-3,2,0,0,12,2,0,0
4305,I1,2014,1,1,2.96,3.25,3.22,-4,-4,1,1,0,0,0,-1,-5,-1,0,0,-5,0,0
4306,F1,2014,3,0,2.05,3.3,4.95,-7,-3,2,0,0,0,0,-2,-1,-3,0,-6,-1,0,1
4307,D1,2014,2,0,1.1,16,51,11,3,-7,0,0,0,-2,7,2,0,0,7,2,0,0
4308,F1,2014,5,1,1.84,3.78,5.7,0,2,-2,0,0,0,0,2,4,-1,-1,0,4,0,1
4309,F1,2014,1,0,2.6,3.21,3.3,-1,1,-16,-2,0,0,0,16,3,1,0,1,3,0,0
4310,D1,2014,4,4,1.83,4.2,5.41,5,-6,7,-3,0,0,1,-8,1,3,3,6,1,0,0
4311,E0,2014,0,3,7.4,4.4,1.65,-5,0,0,-3,0,0,0,0,1,0,0,-8,1,0,0
4312,E0,2014,2,1,2.15,3.65,4.35,0,0,0,-1,0,0,-1,0,4,0,0,0,4,0,0
4313,D1,2014,3,0,1.53,4.85,7.26,0,-1,5,-2,0,0,0,-7,1,-3,0,3,1,0,0
4314,SP1,2014,1,2,2.3,3.55,3.95,-3,-2,6,1,0,0,0,-6,-1,-1,0,-1,-1,0,-1
4315,F1,2014,4,0,1.7,3.85,7.2,10,4,-7,-1,0,0,1,9,1,-1,0,11,1,0,0
4316,D1,2014,3,0,1.83,4.1,4.8,0,3,0,2,0,0,0,0,3,-1,1,-2,3,0,0
4317,E0,2014,1,0,2.05,3.57,4.4,-3,1,-1,-1,0,0,0,1,-1,0,0,1,-1,0,0
4318,D1,2014,0,0,2.11,3.55,4.3,7,3,-5,0,0,0,0,6,0,0,0,5,0,0,0
4319,E0,2014,0,0,2,3.75,5.3,6,1,1,1,0,0,0,-1,-3,0,0,7,-3,0,0
4320,D1,2014,1,3,5.8,4.7,1.67,-5,1,-4,1,0,1,0,6,1,0,3,-1,1,1,0
4321,F1,2014,0,1,4.7,3.5,2.15,0,9,4,0,0,0,0,-3,-3,0,0,-3,-3,-1,0
4322,SP1,2014,4,0,1.16,12,34,17,9,-2,0,0,0,-1,2,3,0,0,15,3,0,0
4323,F1,2014,2,0,1.57,4.65,9.55,12,4,2,1,0,0,0,-2,0,2,0,6,0,0,0
4324,SP1,2014,0,2,8.5,4.6,1.55,-2,3,2,-2,0,0,1,-2,0,-1,0,-3,0,0,0
4325,E0,2014,4,0,1.65,4.33,8,18,5,-7,-3,0,0,1,7,-1,0,0,13,-1,0,0
4326,I1,2014,1,1,1.85,4.2,6.6,11,9,3,2,0,0,-1,-3,-2,-2,0,9,-2,-1,0
4327,I1,2014,1,1,1.47,5.1,9.4,-3,-1,3,0,0,0,0,0,2,0,0,-5,2,0,0
4328,F1,2014,2,0,2.3,3.35,3.95,8,1,-3,-1,0,0,0,2,1,0,0,5,1,0,0
4329,F1,2014,4,0,1.5,4.45,9.6,4,-2,-2,-2,0,0,0,3,2,1,0,5,2,0,0
4330,I1,2014,1,3,5.7,4.14,1.8,-1,-3,3,-2,0,1,1,-3,-1,-1,0,-2,-1,1,0
4331,I1,2014,1,0,1.35,6,15,18,8,1,1,0,0,1,0,2,1,0,16,2,0,0
4332,D1,2014,2,0,2.45,3.6,3.25,1,0,1,-3,0,0,0,-2,5,0,0,0,5,-1,0
4333,I1,2014,2,2,1.87,3.75,5.1,3,4,0,1,0,0,0,0,4,-3,0,1,4,0,0
4334,F1,2014,4,0,1.38,6.21,10,7,2,-5,-2,0,0,-1,5,3,0,2,4,3,0,0
4335,D1,2014,1,0,1.48,5.1,9,3,2,-7,-1,0,0,0,6,4,0,0,1,4,0,0
4336,E0,2014,3,1,7,4.25,1.65,4,-4,-7,2,0,0,1,7,3,0,0,0,3,0,1
4337,E0,2014,3,0,4.5,6.8,16,12,1,-2,1,0,0,1,2,1,0,0,9,1,0,0
4338,SP1,2014,2,2,2.05,3.75,4.4,2,4,6,-2,0,0,0,-3,1,0,0,1,1,0,0
4339,E0,2014,3,1,1.65,4.45,6.8,7,4,-2,-3,0,0,0,2,6,0,0,10,6,0,0
4340,E0,2014,2,2,2.9,3.45,2.82,2,0,-6,-2,0,0,0,5,1,0,0,4,1,0,0
4341,SP1,2014,1,0,6.5,4.6,1.73,4,-1,7,-1,0,0,1,-7,-3,0,0,5,-3,0,0
4342,I1,2014,3,0,2.3,3.25,4.25,4,4,16,2,0,0,0,-17,3,0,0,2,3,0,0
4343,SP1,2014,3,0,1.5,4.8,8,18,5,4,0,0,-1,0,-3,3,1,0,13,3,-1,0
4344,SP1,2014,1,2,3.1,3.55,2.6,4,6,-1,-3,0,0,0,1,-1,0,-1,1,-1,0,0
4345,I1,2014,1,1,4.9,3.9,1.95,-11,-5,-8,1,0,0,0,9,2,0,0,-9,2,0,0
4346,I1,2014,2,4,2.88,3.4,3.01,0,-2,7,0,0,0,0,-7,-3,1,0,-1,-3,0,1
4347,I1,2014,4,3,1.55,4.7,7.8,12,4,-6,-1,0,-1,0,4,1,0,-1,6,1,-1,0
