id_odsp,league,season,fthg,ftag,odd_h,odd_d,odd_a
EihUNC8e/,I1,2016,3,1,1.85,3.52,6
hdEXxXBB/,D1,2016,4,1,1.21,9.95,19.07
Iqardfy1/,E0,2016,0,2,6.8,4.5,1.68
n7aOTmbA/,SP1,2016,1,0,5.7,4.65,1.77
OOCNL1Um/,F1,2016,1,0,2.22,3.36,4
rkanWz1F/,I1,2016,1,1,1.46,4.9,9
SE6pzVeU/,D1,2016,2,1,2.9,3.64,2.72
SEtZIHrE/,E0,2016,2,2,1.52,4.8,9
xlW8CFLs/,E0,2016,1,2,1.45,5.7,9.1
MubjVfGL/,I1,2016,1,1,1.58,4.71,8.6
Q92jfY5D/,E0,2016,2,1,3.6,3.65,2.42
nqFIIjKN/,F1,2016,1,0,2.5,3.32,3.35
YTl6iWQ4/,D1,2016,1,0,1.76,4.4,5.7
0r5nX1uj/,D1,2016,2,1,2.32,3.8,3.37
0tKFVfSJ/,E0,2016,0,2,2.88,3.45,2.87
40JcNE5h/,F1,2016,0,3,9.59,4.75,1.54
6L5rYsQq/,D1,2016,3,1,3.76,3.86,2.21
8hGEJW4H/,F1,2016,0,0,2.32,3.34,3.75
8nXT7izD/,E0,2016,1,2,1.52,5,9
bHajPh5m/,E0,2016,1,2,2.88,3.35,2.9
CKwL9D50/,E0,2016,3,1,1.37,6.2,12
EqOJUEsQ/,E0,2016,1,2,2.6,3.34,3.21
fBa1MKll/,I1,2016,2,3,2.88,3.1,3.15
fgv7v5CS/,SP1,2016,1,0,2.1,3.7,4.22
fqwFkAeH/,D1,2016,0,1,2.47,3.45,3.4
Gb5lDUso/,F1,2016,1,1,2.76,3.25,3
GjmZf5Xd/,D1,2016,0,1,16,7.6,1.28
Gr5aLP5j/,SP1,2016,2,0,2.12,3.48,4.4
I3N1MYKb/,F1,2016,0,0,4.8,3.7,2
jBxP8XK6/,E0,2016,2,3,2.22,3.82,3.76
jHL9KCkB/,F1,2016,0,2,2.65,3.14,3.3
l4osgq29/,D1,2016,0,1,5.4,3.75,1.89
nwWX6BkJ/,E0,2016,1,1,2.07,3.6,4.35
QDnjrmD3/,SP1,2016,0,0,4.05,3.86,2.05
roVlPzyt/,F1,2016,2,0,2.6,3.25,3.35
vZ3jWLfd/,D1,2016,2,1,6.6,4.65,1.6
xh6eM5jp/,SP1,2016,2,2,1.8,3.9,5.7
2y39KbJ0/,I1,2016,2,3,12,4.95,1.42
44ofs7S9/,SP1,2016,0,2,2.53,3.5,3.25
AwOURtRQ/,I1,2016,1,3,7.5,4.53,1.69
b3dIIxlD/,I1,2016,1,2,2.15,3.5,4.7
b3KQSMBK/,I1,2016,2,0,2.38,3.38,3.5
C6p0sMQD/,I1,2016,2,4,6.55,4,1.75
CKmAjjtB/,D1,2016,3,2,1.63,4.4,6.5
CQM5Lhz5/,F1,2016,2,1,3.5,3.36,2.44
CUl2uocM/,SP1,2016,1,0,6.4,3.8,1.96
fsnwfPn3/,D1,2016,2,0,2.3,3.5,3.65
GK0cN0Zs/,I1,2016,2,0,1.57,4.3,8
jcq4tttK/,I1,2016,1,1,2.84,3.41,2.93
KQ0nQYks/,E0,2016,3,0,3.95,3.68,2.22
MyUhOfjn/,F1,2016,1,1,3.35,3.32,2.74
Op45Lv4f/,I1,2016,0,1,1.84,3.69,5.4
p0hEJIY6/,I1,2016,2,0,1.56,4.6,7.5
rkcoqTcc/,SP1,2016,0,2,3,3.42,2.84
t6EMHAZT/,F1,2016,1,0,2.1,3.25,4.9
UH1pZlj9/,E0,2016,0,0,2.12,3.48,4.2
Uogsp9ri/,SP1,2016,10,2,1.12,17,26
YwjbtRsG/,SP1,2016,2,0,1.5,5.1,10
IcvHAgjf/,E0,2016,2,1,2.57,3.58,3.1
6safOCKg/,E0,2016,0,0,2.45,3.52,3.78
880lY85F/,E0,2016,1,0,2.16,3.52,5.15
CnEv32lo/,E0,2016,0,1,3.62,3.68,2.31
l4cNRoRo/,E0,2016,4,0,3.84,3.58,2.55
MHeVPPeb/,E0,2016,3,0,1.58,4.8,8.65
pYcbNWZa/,E0,2016,1,1,2.8,3.33,3.28
Sdm3Mjk6/,E0,2016,2,2,1.58,4.6,7.6
SfdRQ5th/,E0,2016,2,0,3.8,3.35,2.35
t0i7LA4C/,E0,2016,1,0,2.22,3.88,4
zNjBKUJI/,E0,2016,4,1,1.26,8.5,15
2VLNn8K8/,E0,2016,1,2,3.57,3.55,2.42
4zfcWnzS/,E0,2016,0,0,2.25,3.55,4.75
bcFWpnkL/,E0,2016,2,1,3.8,3.45,2.5
dYYyP4S1/,E0,2016,2,0,2.25,3.72,4.5
IszYPpDe/,E0,2016,0,0,2.68,3.35,3.26
MFtPR6rq/,E0,2016,3,4,2.03,3.72,4.85
pfBSoSZE/,E0,2016,1,0,2.32,3.4,3.94
QqegXSKL/,E0,2016,2,0,1.61,4.5,8.2
zJpTQQck/,E0,2016,0,0,4.4,4.1,1.97
AJqxZrzj/,SP1,2016,0,1,2.95,3.4,2.85
buQWfQd9/,SP1,2016,0,1,3.5,3.24,2.73
CrUzfpCF/,SP1,2016,2,0,1.55,5,7.6
GdpYZOKq/,SP1,2016,0,0,2.77,3.34,2.94
htr5xItr/,SP1,2016,0,2,7.6,4.55,1.65
lArtY2kd/,SP1,2016,4,0,1.1,22.19,46
OvNJml52/,E0,2016,0,1,6,4.2,1.76
QRROdnSd/,SP1,2016,2,0,2.04,3.54,4.8
vctDzdBf/,SP1,2016,3,1,1.24,9.71,16.5
WWt9yxdl/,SP1,2016,4,1,2.22,3.58,4.15
4IQSe6s3/,SP1,2016,1,0,1.95,3.66,4.8
0CULYZu7/,SP1,2016,2,0,2.4,3.3,4
2XjjL1AT/,E0,2016,1,0,3.2,3.34,2.67
8ETIGLIp/,E0,2016,3,1,2.6,3.36,3.25
EBK8wqQc/,E0,2016,2,0,4.35,3.62,2.13
EFYPXgeD/,SP1,2016,0,0,19.5,8.6,1.25
hKEzp64R/,E0,2016,2,1,1.6,4.4,8.55
MHXMFuYj/,E0,2016,1,2,5.3,4.15,1.78
OthnMseN/,E0,2016,0,0,2.03,3.82,4.5
Wj5jlFuf/,SP1,2016,1,0,1.28,7.1,22
YiaZOqB4/,E0,2016,1,0,1.32,7.3,14
zLL4vPAi/,E0,2016,2,1,3.04,3.16,2.87
69LBecmK/,SP1,2016,2,2,6.8,4.85,1.69
EFfemZf0/,SP1,2016,2,2,1.55,5.22,9.5
f7mrNNuH/,E0,2016,1,1,2.8,3.6,2.96
GGlvO3QA/,E0,2016,0,3,4.3,3.6,2.13
ImuHZFQ0/,SP1,2016,2,2,2.72,3.5,2.93
KG1nkeQm/,SP1,2016,1,2,2.8,3.3,3.14
OpGGfH2Q/,SP1,2016,2,1,5.3,4,1.92
Qg2rjyBs/,SP1,2016,0,4,2.56,3.36,3.2
SIM7dwYD/,SP1,2016,1,2,2.41,3.4,3.52
ADvvgJPP/,I1,2016,2,3,2.49,3.21,3.76
2cvpXy36/,I1,2016,2,1,1.5,5,10
ANshVFXI/,I1,2016,3,3,3.26,3.28,2.56
CSLzfaAJ/,I1,2016,1,3,5.6,3.8,1.89
O6utYHm0/,I1,2016,0,0,1.53,4.6,9
SvnXZwJm/,I1,2016,3,0,1.26,8.2,23
trjyZcYg/,I1,2016,2,2,1.57,4.8,8.5
W801u0eQ/,I1,2016,0,1,3.82,3.37,2.38
WWrlWeIC/,I1,2016,2,1,2.29,3.36,4
YHnTzK3s/,I1,2016,0,1,1.58,4.29,8
CK50bSXF/,F1,2016,2,0,1.12,12,41.52
0Wd7pXvJ/,SP1,2016,1,0,2.03,3.64,4.5
6qQ9mcmm/,I1,2016,2,1,3.3,3.26,2.54
bH1da8I9/,F1,2016,4,1,1.45,5.6,9.7
CpeUaCv6/,SP1,2016,2,1,2.52,3.5,3.32
dYIMpeX5/,I1,2016,1,3,2.14,3.55,4.52
fqe5cnmM/,F1,2016,1,3,2.7,3.32,3.03
fVFWrmYS/,F1,2016,2,0,2.82,3.05,3.25
Gvuf8zXP/,SP1,2016,5,0,1.22,9.6,20
GYLcv7tp/,F1,2016,2,2,1.68,3.8,7.4
OKKEnH2g/,I1,2016,1,1,2.2,3.55,3.94
Q33l1Umc/,F1,2016,0,1,2.52,3.3,3.48
vXdM1Y9g/,SP1,2016,4,0,1.08,24.5,57.07
YJRL3fus/,SP1,2016,2,0,2.2,3.64,3.8
YZg9d62S/,F1,2016,2,2,2.05,3.4,5.2
2BJIoyIa/,I1,2016,0,2,2.62,3.27,3.3
2yyj9GHJ/,SP1,2016,0,2,4.45,3.35,2.11
4f2h0l33/,F1,2016,0,0,1.74,3.9,6.8
AeL1wRej/,F1,2016,2,1,2.6,3.2,3.34
AyNQqFnC/,I1,2016,1,2,7.76,4.2,1.61
CAQP2Efm/,SP1,2016,2,1,2.14,3.46,4.17
dWNtjj9o/,I1,2016,0,1,2.72,3.1,3.25
h0CVrZ1I/,I1,2016,0,1,2.3,3.5,3.6
h6gangA6/,SP1,2016,2,0,2.32,3.62,3.5
INeQ0hPa/,SP1,2016,2,0,1.53,4.7,8.8
lnK5xoBd/,F1,2016,1,1,2.04,3.46,4.5
Mub3oDPC/,SP1,2016,1,1,2.78,3.3,3
ShR5lwYt/,I1,2016,0,1,2.02,3.42,4.65
UPZbR6Wp/,I1,2016,1,5,17,7.71,1.28
zNMpkAOi/,I1,2016,0,1,1.73,4,6
0I9MsV6s/,E0,2016,3,3,5.1,3.84,1.88
C0F7QTy7/,E0,2016,1,3,2.06,3.84,4.05
jiEBPmiD/,E0,2016,1,0,3.48,3.32,2.57
6mdpltmc/,E0,2016,2,4,1.94,3.66,5.2
j72ZvTj0/,E0,2016,0,1,1.88,3.8,5.1
jqKnlXTD/,E0,2016,3,3,2.85,3.5,2.99
MXcVu9yf/,E0,2016,3,1,2.1,3.5,4.35
OdIfnBbQ/,E0,2016,0,0,1.57,4.75,6.85
rsaRtkMm/,E0,2016,2,0,2.07,3.6,4.15
UZIjmiqK/,E0,2016,2,2,1.52,4.7,9.49
l6GvCo2F/,F1,2016,2,1,2.22,3.25,4.55
0U7Aq6hT/,I1,2016,1,1,4.5,3.6,2.17
21dXaUSP/,E0,2016,4,0,1.47,5.3,9.5
8WGO9m8U/,SP1,2016,0,0,1.57,4.55,7.8
A79oxRzJ/,E0,2016,3,3,1.92,4.1,5.5
AuyT1m8c/,I1,2016,3,1,1.37,6,11.23
b1usSUNb/,SP1,2016,2,1,1.85,3.85,5.4
CMjrw7LC/,E0,2016,1,1,3.8,3.65,2.25
CpsZTjgn/,SP1,2016,4,3,1.58,4.45,7.6
fTYkQ8hB/,SP1,2016,1,1,2.08,3.6,4.8
Mow4f8jm/,E0,2016,3,0,1.78,3.75,6.5
QVw8fJWs/,F1,2016,1,0,3.4,3.13,2.82
QXUqj4ud/,F1,2016,2,4,4,3.45,2.26
r9uuipQk/,F1,2016,2,2,2.53,3.1,3.9
rev0elys/,E0,2016,2,1,2.55,3.5,3.4
UBtChnLa/,E0,2016,4,1,1.45,5.49,10
Uc1wvm66/,E0,2016,3,0,1.98,3.7,4.85
UqbtvpGj/,I1,2016,4,2,1.4,5.59,11
vyZmkOf2/,F1,2016,1,0,2.48,3.13,3.8
WStGhc1f/,F1,2016,0,1,7,4.35,1.61
WULZCRn9/,F1,2016,2,2,2.35,3.3,3.9
42E1oSNG/,I1,2016,2,0,2.5,3.3,3.44
4ItyhQAq/,F1,2016,1,0,2.95,3.3,2.84
fTCKAThO/,SP1,2016,5,1,1.1,15.5,36
G8x8gS5g/,E0,2016,0,0,3.75,3.35,2.47
hvNVD7X2/,F1,2016,0,2,3.3,3.34,2.51
I9fxuQ0p/,I1,2016,0,4,6,3.79,1.84
IoCklUwb/,I1,2016,1,1,2.62,3.2,3.64
KAtwTA8h/,SP1,2016,6,0,1.23,9.04,20.13
KhwCgwnl/,F1,2016,1,3,3.4,3.4,2.6
ljYgPS7H/,SP1,2016,0,3,8,4.15,1.72
Mw96pnwN/,I1,2016,2,1,2.7,3.31,3.4
OAcT0ADJ/,E0,2016,0,1,2.73,3.2,3.25
QBFcn88A/,I1,2016,4,0,1.84,3.75,5.95
tQUoRlw5/,SP1,2016,2,2,1.64,4.6,6.6
WlGgmlg4/,I1,2016,1,1,1.4,5.8,12.55
WlxP2Thi/,I1,2016,2,2,4.1,3.4,2.17
YgrVUWwt/,SP1,2016,3,1,2.27,3.38,3.85
06DGB9wI/,SP1,2016,5,1,1.85,3.7,5.4
pvelm023/,E0,2016,1,0,2.48,3.36,3.74
GGCgUEVR/,I1,2016,1,1,2.58,3.32,3.46
2BmYPabS/,SP1,2016,5,1,3.34,3.4,2.56
EVUasF8a/,F1,2016,1,0,1.98,3.45,5.13
MgwfjsnS/,D1,2016,1,2,16,7.3,1.27
08YWlF0J/,F1,2016,1,3,1.47,4.9,9
27BG7rH2/,D1,2016,1,1,5.36,4.2,1.83
8fXmcPMS/,I1,2016,0,0,3.32,3.54,2.42
8hQ0LJ6q/,SP1,2016,3,2,2.64,3.3,3.15
8Iaaqyvm/,F1,2016,5,1,1.31,7.1,20
biUOkp5I/,E0,2016,3,0,2,3.71,4.6
bqAPkw1J/,F1,2016,1,2,2.28,3.44,4.45
CnETlcGP/,F1,2016,2,1,2.04,3.56,4.6
GfoMS1E9/,SP1,2016,2,2,3.08,3.35,2.73
hrVOjyW6/,F1,2016,1,0,1.9,3.5,5.8
hxUPpL9k/,D1,2016,1,3,2.15,3.61,3.84
I5vy0RxA/,I1,2016,2,2,3.84,3.4,2.57
jPZvdLRi/,E0,2016,1,1,2.9,3.45,2.77
jRUKjQkC/,E0,2016,1,3,3.92,3.55,2.29
l4NYrav2/,D1,2016,0,0,2.21,3.48,4
MHZSkeoD/,F1,2016,2,2,2.74,3.14,3.22
OxYnfad4/,E0,2016,0,0,2.38,3.2,3.7
pnZreusb/,E0,2016,2,1,2.08,3.66,4.25
r3vjiNWL/,D1,2016,1,3,6.5,4.9,1.67
rijS6Kij/,SP1,2016,3,0,2.31,3.8,3.6
tbAK62W8/,D1,2016,1,0,2.51,3.25,3.5
tESigJBA/,E0,2016,2,2,5.2,4.25,1.8
xMVzc1Co/,E0,2016,4,5,4.5,3.7,2.1
YVeHTsa3/,SP1,2016,1,2,6.6,4.5,1.65
z1JUquPe/,D1,2016,1,2,2.48,3.4,3.52
zHihYHZp/,E0,2016,0,1,2.15,3.48,4.6
0UTuaohG/,I1,2016,1,0,1.66,4,8.1
0vkoh3HF/,D1,2016,1,3,1.75,4.33,5.2
A3JFhqVq/,I1,2016,2,0,1.89,3.65,5.3
CzWGi6z6/,E0,2016,0,1,2.38,3.45,3.7
EiWKiHG0/,F1,2016,4,0,2.05,3.5,4.95
EoVLo1fq/,D1,2016,3,2,3.54,3.78,2.23
EXXqb57M/,I1,2016,4,1,1.74,3.8,6.85
fopQRLTF/,SP1,2016,0,0,1.61,4.2,8
GGlGjNad/,I1,2016,1,1,3.6,3.56,2.45
h4fhnKH9/,E0,2016,1,2,1.89,3.95,5.6
MskW5v7d/,SP1,2016,5,2,1.77,4,6.2
QFeN70xp/,SP1,2016,1,1,2.29,3.44,3.75
rNt2EQi3/,I1,2016,2,4,7.52,4.58,1.65
UJxbF6xc/,I1,2016,1,1,1.51,4.71,9.3
UR0epHOt/,F1,2016,1,1,2.26,3.4,4.3
vFuX07N3/,I1,2016,4,1,2.7,3.3,3.25
xQkCi3pj/,I1,2016,0,2,2.2,3.41,4.6
zowEUNqc/,SP1,2016,1,1,9.4,6.2,1.5
zuWeregg/,F1,2016,1,1,2.98,3.27,2.82
OKlUQuqM/,SP1,2016,3,2,2.37,3.4,3.9
0O88exO7/,D1,2016,1,0,2.71,3.67,3.06
GbiVdf8n/,F1,2016,1,1,2.14,3.48,4.31
00QL4t1L/,D1,2016,2,0,1.3,6.25,14.53
0ngsfhh5/,F1,2016,1,2,2.16,3.39,4.28
2TniKL08/,D1,2016,0,2,3.35,3.6,2.52
2XCc30q2/,I1,2016,1,1,2.38,3.3,3.8
4KNCvDhI/,F1,2016,0,1,3.6,3.49,2.45
8hU3tZN5/,F1,2016,3,0,3.8,3.2,2.51
E76dbvvk/,D1,2016,2,1,1.98,3.9,4.4
f1Yms1T2/,SP1,2016,2,1,1.57,4.45,7.8
fNPP30GR/,D1,2016,3,0,1.32,6.8,12
GIT8Jcyd/,SP1,2016,2,1,1.74,4.1,6.5
hb50cbge/,D1,2016,0,0,2.05,3.76,4.1
IuepR3y9/,I1,2016,1,1,2.56,3.3,3.5
MeU4KwMk/,SP1,2016,0,1,3.92,3.5,2.3
MX94dI81/,D1,2016,3,3,2.7,3.56,3.05
OtEg4tUe/,I1,2016,3,1,1.29,7,15
OtQ4wJSR/,SP1,2016,1,2,2.58,3.3,3.25
SYfZeENh/,F1,2016,1,0,5.7,3.94,1.78
WQFb2GpP/,F1,2016,2,0,2.18,3.53,3.95
YiXitLr9/,SP1,2016,1,0,1.57,4.5,7.9
YZ1Qczgt/,F1,2016,0,4,2.76,3.32,3.04
4xVAC4MF/,I1,2016,0,4,9.8,4.4,1.55
C2YIAriS/,I1,2016,0,0,3.56,3.38,2.42
f9SCIHj2/,SP1,2016,6,0,1.17,12.5,34
IqBo62aq/,I1,2016,5,1,1.37,6.11,12
M9RH5MoF/,D1,2016,2,0,1.13,14.07,36
MefweYxa/,F1,2016,2,0,2.55,3.3,3.25
MeY7ugwC/,F1,2016,0,2,7.5,4.3,1.61
QkCWYxyq/,SP1,2016,2,1,2.71,3.58,2.9
QoW6Dp79/,I1,2016,0,0,3.57,3.4,2.38
rBMGwX7O/,F1,2016,4,0,2.72,3.28,3.14
SEWeuubF/,SP1,2016,3,1,1.46,5.5,11.5
tIz0vaDL/,SP1,2016,0,1,1.74,4.2,6.1
UJEk5MEk/,I1,2016,0,0,1.78,4,5.8
vkdtSqM2/,I1,2016,3,0,2.8,3.25,3.25
WrHiaKOr/,D1,2016,1,1,1.71,4.35,6.12
YBZEBOyM/,I1,2016,3,2,2.22,3.4,3.94
fPGzYdjk/,SP1,2016,2,2,1.96,3.84,4.5
AZ5zoeJj/,E0,2016,0,3,5.1,4.1,1.97
bkaI9vdi/,E0,2016,0,1,7.6,5,1.58
dfYWHabe/,I1,2016,0,2,3.1,3.3,2.69
ERQaictN/,E0,2016,1,2,2.7,3.32,3.1
INmngC7B/,F1,2016,2,0,1.5,4.5,10
K4mR7IQ3/,E0,2016,2,0,1.94,3.66,5.3
K4RehwRG/,E0,2016,0,0,1.85,3.7,5.5
Q1U3jHeT/,E0,2016,2,0,2.98,3.4,2.8
U1H4BgNu/,F1,2016,0,1,2.68,3.25,3.1
WfgdovXF/,E0,2016,1,1,2.75,3.15,3.32
Wr7Woy4p/,E0,2016,3,0,1.74,4,6.75
4vjbjAiU/,F1,2016,1,0,1.82,3.74,5.92
6PFNvN58/,I1,2016,0,2,4.3,3.66,2.02
8hG8ADxn/,F1,2016,1,0,2.73,3.3,3.45
8UmcO1LR/,I1,2016,2,1,2.48,3.31,3.4
AwzPJLTr/,I1,2016,1,1,2.18,3.46,4
C2flQNjF/,I1,2016,2,2,3.2,3.3,2.65
dEnjhWMH/,F1,2016,4,0,1.6,4.4,7.5
f9EG8i7b/,F1,2016,3,1,1.24,7.5,19
GIFC9Xih/,F1,2016,3,0,1.76,3.94,6
hMRuGwT7/,I1,2016,1,0,3.25,3.35,2.77
I3ZSIuqk/,I1,2016,2,1,1.52,4.95,10.05
jynfijxO/,F1,2016,3,1,2.06,3.3,4.62
pGERwsLE/,I1,2016,1,0,1.52,5,10.32
Q5bhPs6L/,I1,2016,0,2,3.94,3.44,2.24
vJNyHJD1/,I1,2016,1,0,1.41,5.9,15
xtbM8bBc/,E0,2016,0,0,5.2,3.88,1.95
xY3L7BM4/,F1,2016,2,1,2.5,3.2,3.92
Y7iV6xtA/,E0,2016,3,0,1.75,4.2,5.3
jy8P6VyB/,F1,2016,0,1,2.28,3.35,4.25
S8gT3kGK/,SP1,2016,3,0,1.71,3.95,7
YR32HJpR/,D1,2016,5,1,1.84,4.5,4.9
0E5fJuGE/,D1,2016,3,0,2.5,3.6,3.1
0xlsAyw1/,D1,2016,0,0,6.5,4.5,1.65
29K6vEBP/,I1,2016,0,0,2.78,3.26,3.09
4z8Ys8g1/,SP1,2016,2,0,1.9,4.1,4.8
6Lkw5GAM/,E0,2016,2,0,2.6,3.35,3.3
dxynOW6o/,F1,2016,0,0,2.8,3.13,3.26
EJr1pbnM/,E0,2016,1,1,2.4,3.28,3.7
fy5bIaVK/,D1,2016,0,0,5.8,4.3,1.73
GxrbLUj4/,F1,2016,2,0,1.9,3.64,5.1
hCpZBc8l/,D1,2016,2,4,3,3.7,2.65
hng0KeA9/,E0,2016,1,0,1.57,4.55,8.1
MBITrlve/,SP1,2016,1,1,2.72,3.45,3.04
Mixj8F7D/,D1,2016,2,1,2.58,3.2,3.22
nZqwBHNf/,D1,2016,0,1,2.93,3.41,2.81
O2o6J8LG/,F1,2016,0,0,2.37,3.32,3.75
OCldLye3/,E0,2016,0,3,3,3.4,2.8
Ol6X496N/,F1,2016,1,0,2,3.5,4.85
OvuabTwr/,SP1,2016,0,0,1.88,3.64,5.25
pb7T5kiH/,F1,2016,0,3,3.84,3.3,2.4
pCn2Kl6A/,F1,2016,0,2,2.3,3.4,3.78
pMkhMHuc/,E0,2016,1,0,1.8,4,5.75
rHB9cY2d/,E0,2016,1,0,2.3,3.4,3.75
rZn4amUp/,F1,2016,1,1,2.48,3.4,3.4
UD75bEmj/,E0,2016,1,3,1.65,4.4,6.3
Wt0K5Bo8/,SP1,2016,3,1,1.45,5.2,12
YwW3KhKg/,I1,2016,1,1,4.69,3.62,2.12
zi81afYq/,E0,2016,2,2,1.52,4.95,8.6
04tOFUYO/,I1,2016,1,1,1.61,4.27,7.3
0QXeMEks/,I1,2016,1,2,1.69,3.82,7.06
6ahX29VQ/,SP1,2016,1,0,2.82,3.3,2.92
AXbO4V0E/,SP1,2016,0,2,26,11,1.19
ELoVCwgr/,D1,2016,1,1,2.96,3.34,2.85
EmvCIWl6/,I1,2016,0,0,2.8,3.15,3.18
fNgkNjMi/,F1,2016,1,1,2.16,3.25,4.75
hvwGHj4C/,I1,2016,2,2,1.85,3.84,6.14
IwCxsS87/,SP1,2016,1,2,13,6.9,1.36
IwY7d78f/,SP1,2016,1,1,3.5,3.6,2.45
MDsKGAJI/,I1,2016,1,0,1.24,8.3,21
r1wn9eh7/,D1,2016,0,2,2.1,3.64,4.1
SUjZ5deG/,E0,2016,0,2,5.2,3.8,2.01
tQ0x4TLT/,F1,2016,1,4,2.26,3.4,4.4
vHWaLY4m/,I1,2016,3,3,5,3.8,1.92
vVBYZXJt/,I1,2016,0,2,17,6.7,1.34
WOl7JCZa/,I1,2016,2,1,1.57,4.5,7.8
xnqfMAyb/,F1,2016,1,2,5.3,3.72,1.92
YsMZ3zQS/,E0,2016,1,1,2.23,3.45,3.96
zFr3cmgl/,SP1,2016,0,5,2.7,3.3,3.05
jkc8nB3n/,I1,2016,5,2,1.53,4.8,9.2
byCEkpwK/,SP1,2016,2,2,2.47,3.44,3.3
GEcPMEM6/,D1,2016,2,1,2.9,3.46,2.87
hfRwXV3a/,I1,2016,1,3,4.85,3.7,2.03
Mco6FaKr/,F1,2016,1,0,2.16,3.4,4.5
0QHbS7IU/,I1,2016,1,0,2.27,3.2,4.45
29rQrE47/,SP1,2016,4,2,1.41,5.9,9.9
AycTLYyD/,D1,2016,1,2,4.55,3.6,2.01
CQ2r0KKe/,F1,2016,2,3,1.71,4.07,6.7
CrAtYBlg/,I1,2016,1,2,1.58,4.56,8.13
f7cppO0s/,SP1,2016,2,1,1.82,4.05,6.4
hbBIl4hQ/,SP1,2016,1,0,2.19,3.3,4.2
I33v105k/,F1,2016,2,4,2.48,3.2,3.48
j97NNNC2/,F1,2016,2,0,2.44,3.25,3.6
jH1navz2/,F1,2016,2,1,2.07,3.4,5.11
KlavKuCR/,F1,2016,0,1,1.94,3.31,6.15
Kn4GOzhf/,D1,2016,1,1,2.22,3.8,3.77
lbQXWbpE/,D1,2016,1,0,1.24,9.2,20
M7WrCXHk/,E0,2016,1,2,2.3,3.38,4
nZ58QdNs/,D1,2016,2,0,2.27,3.6,3.75
ptIwYEv9/,E0,2016,2,1,5.3,3.78,1.87
rHXvDD2q/,E0,2016,5,1,1.46,5.5,9.5
SlPyWIaK/,D1,2016,2,0,1.84,3.78,5.6
SMn5qI1S/,E0,2016,0,1,3.3,3.26,2.56
t0sUsYJD/,SP1,2016,2,2,1.94,3.52,5.48
vqRmBiXe/,E0,2016,0,1,1.55,4.55,8.35
WxEZYfP2/,E0,2016,2,2,2.63,3.4,3.12
Wxh4JFPF/,E0,2016,1,3,2,3.7,4.5
xObLNf70/,D1,2016,3,1,1.92,4.2,5.2
xQ9ZKLdL/,F1,2016,0,0,1.52,4.5,9.5
YiBxZiZn/,I1,2016,1,1,3.64,3.1,2.75
40az2tjq/,F1,2016,1,1,2.59,3.2,3.35
8YTMqfk1/,SP1,2016,2,0,2.12,3.5,4.2
ADEtVxFQ/,D1,2016,3,2,3.75,3.7,2.22
Cbb4milt/,I1,2016,2,1,2.32,3.32,3.9
CrhkqrGm/,SP1,2016,6,1,1.12,17,41
E1s9IZvM/,E0,2016,2,1,1.75,4.4,5.5
IZPiABn2/,E0,2016,1,2,2.2,3.55,3.9
jZjgr2Vg/,SP1,2016,3,0,1.74,4,5.9
MZIfTm3O/,I1,2016,2,1,1.71,4,7.45
OM5VL1sF/,F1,2016,4,1,1.57,4.5,8.65
pdjcsMp0/,SP1,2016,2,0,1.41,6.2,12
pY7AjQND/,SP1,2016,0,1,9.9,4.5,1.58
Q7PoV9YB/,I1,2016,0,0,2.26,3.4,3.88
QyoDHgfS/,E0,2016,0,6,5.9,3.88,1.81
td5CPGxl/,D1,2016,1,3,14,6.4,1.37
Ua6RMsS8/,F1,2016,1,1,3.54,3.32,2.51
vBTkUTmI/,I1,2016,1,3,3.96,3.3,2.45
WpQsWkJ5/,I1,2016,0,1,2.22,3.32,4.6
YN1zRorT/,SP1,2016,1,3,20,9,1.22
4z0HnHMu/,SP1,2016,3,0,2.3,3.5,3.8
865iQmTb/,D1,2016,0,0,2.39,3.66,3.25
CnvJCc41/,F1,2016,0,0,2.14,3.4,4.12
ETsYt7XN/,I1,2016,0,0,8.4,3.8,1.7
4Yb0ORcB/,D1,2016,1,1,2.88,3.48,2.75
beb4NoDH/,D1,2016,3,2,2.69,3.58,3
C6jxrgyB/,SP1,2016,1,1,2.17,3.46,4.33
I1lPrT2B/,I1,2016,3,1,2.66,3.22,3.25
IorAvKUI/,SP1,2016,1,2,16.5,7.8,1.28
jXkAEJZl/,F1,2016,2,3,3.42,3.05,2.77
MB0XKhiJ/,D1,2016,3,1,1.11,13.57,41
OMsNBHJ7/,F1,2016,4,3,2.21,3.4,4.32
pljHpkYb/,I1,2016,3,1,1.62,4.35,7.3
QklQpeih/,SP1,2016,3,2,1.77,4,5.37
rREmSx4l/,F1,2016,1,1,1.87,3.7,5.2
UF6mRTDh/,D1,2016,1,0,2.29,3.68,3.54
UNlEDwke/,F1,2016,3,1,1.52,5.43,10
veq6u0FC/,SP1,2016,1,0,2.44,3.5,3.62
xnc8M5SN/,D1,2016,2,0,2.3,3.4,3.65
YiPDYvRK/,F1,2016,4,1,1.25,9,26.13
0t2qS9bn/,D1,2016,0,1,3,3.52,2.77
8jsxtRnU/,I1,2016,2,3,3.8,3.35,2.32
dWg1tt06/,SP1,2016,2,2,3.42,3.85,2.26
GGU8ZKBE/,F1,2016,1,1,2.05,3.5,4.66
hI7ZtDjH/,SP1,2016,1,1,4.75,3.85,1.97
jVfdP7r5/,D1,2016,0,1,2.75,3.35,3.05
