id_odsp,league,season,fthg,ftag,odd_h,odd_d,odd_a
Sf6X6If7/,I1,2013,1,0,2.64,3.2,3.2
tbtbitqe/,E0,2013,1,1,3.15,3.65,2.46
vVXqGMXK/,I1,2013,1,1,2.27,3.3,3.77
W4YuH2IE/,I1,2013,2,1,1.5,4.59,8.5
WSCO8vQf/,I1,2013,1,1,2.4,3.35,3.46
xxCwx1x8/,D1,2013,1,1,2.9,3.51,3.15
zccFa4yF/,E0,2013,2,1,2.04,3.85,4
27sfhMTl/,E0,2013,0,0,4.09,3.5,2.15
b1qzewzl/,SP1,2013,1,1,2.1,3.67,4.09
IaZkzTj6/,E0,2013,5,1,1.52,4.59,8
8YurbuX9/,F1,2013,0,2,3.2,3.34,2.6
SQvWsiQQ/,D1,2013,3,0,1.22,7.8,19
2w61cWPD/,D1,2013,0,3,3.25,3.45,2.5
4IWtA9uh/,SP1,2013,2,3,3.2,3.7,2.5
8KMbwBYs/,D1,2013,2,1,1.87,3.7,5.09
b1cKr0XM/,F1,2013,2,1,1.9,3.55,5.09
fm5U4E3C/,SP1,2013,0,0,2.29,3.45,3.65
G8znDgHt/,I1,2013,0,1,1.75,3.68,6.4
h8OAz9I0/,D1,2013,0,0,3,3.55,2.59
jyfCpM2A/,F1,2013,2,1,2.93,3.4,2.74
lWPt012c/,F1,2013,1,1,3.45,3.15,2.5
QZR1n6mo/,SP1,2013,1,1,2.31,3.55,3.5
rZYjwvep/,F1,2013,2,0,1.68,3.85,7.35
tp1Q5fl6/,SP1,2013,2,1,2.02,3.6,4.37
tYK6yk3f/,D1,2013,2,1,2.57,3.55,3.05
UssvaLH3/,F1,2013,2,2,3.05,3.3,2.84
v3TUu4ft/,D1,2013,2,1,2.08,3.7,3.95
xhdOsKnT/,F1,2013,1,1,2.04,3.5,4.5
xOOfBXog/,I1,2013,1,1,1.2,7.8,21.84
zXDFZSX6/,D1,2013,0,0,3.9,3.7,2.15
6cTbAi1a/,I1,2013,0,1,4,3.45,2.12
AuRx1smi/,F1,2013,1,0,1.49,4.7,8.19
bLBL6zZa/,SP1,2013,3,0,3.25,3.5,2.42
buWp9Tfb/,SP1,2013,4,0,1.15,9.55,20.5
bXPjCDWn/,I1,2013,2,1,3.35,3.35,2.44
dxwexbAj/,F1,2013,0,1,2.49,3.16,3.55
ENCJYnmD/,D1,2013,3,2,2.4,3.7,3.2
ETJJ5TFU/,I1,2013,1,0,1.8,3.7,5.9
KUCH7GJg/,SP1,2013,3,0,2.12,3.7,3.81
lA4Y3YII/,SP1,2013,2,3,3,3.4,2.64
nBL2xVml/,D1,2013,0,2,9,5.4,1.42
plS29BG5/,I1,2013,1,2,3,3.5,2.61
QRXxBkQo/,SP1,2013,5,1,1.1,14,36
SCH78VVB/,I1,2013,1,1,2.04,3.65,4.25
tGLB7koI/,I1,2013,6,0,1.67,4,7
URhGqtIG/,F1,2013,3,0,1.54,4.3,8.3
xvDIQCot/,I1,2013,2,2,1.64,4,7
zwLF690O/,I1,2013,3,3,3.2,4,2.25
Crzk8mA4/,SP1,2013,3,0,1.51,4.7,8.4
2R9u4JS0/,E0,2013,2,2,2.38,3.3,3.7
dpeRccOH/,E0,2013,0,0,2.68,3.35,3.05
tCLW5ubl/,E0,2013,0,0,8.19,4.9,1.48
WxWdCsLK/,E0,2013,1,2,2.92,3.35,2.8
Ai9q3wr7/,E0,2013,2,1,1.62,4.33,6.8
ATU0B1zR/,E0,2013,2,1,1.28,7.1,15
E1yhDN5E/,E0,2013,2,2,2.22,3.5,3.8
lr8m2ccD/,E0,2013,3,1,2.52,3.4,3.15
OzBy5aDf/,E0,2013,2,2,6.4,4.33,1.62
S8HS6Lrr/,E0,2013,1,1,4.59,3.75,1.96
8rLoxMg5/,D1,2013,2,0,1.93,4.09,4.3
OfFUNAVb/,I1,2013,2,4,1.48,5,7.6
t0JOAIGF/,F1,2013,0,4,4.8,3.5,2.02
YcOc6RvH/,SP1,2013,2,2,2.75,3.5,2.8
0WKMjcPq/,F1,2013,2,0,1.66,3.8,7.25
29KKBb19/,F1,2013,0,2,3.4,3.23,2.52
2PEa9E4t/,E0,2013,3,3,1.41,5.11,10.15
2XS15ofN/,SP1,2013,3,2,2.08,3.55,4.09
6J4ZMUp5/,I1,2013,2,0,1.49,4.7,8.4
8IkjZJwO/,D1,2013,0,3,8.19,4.59,1.52
8nLGCvn3/,F1,2013,0,0,2.76,3.4,2.9
AimIE6ho/,I1,2013,0,0,2.25,3.23,3.95
bNYfewHS/,F1,2013,1,2,4.71,3.5,2
dnE38YJn/,E0,2013,0,1,7.2,4.59,1.63
Eejnz0OH/,D1,2013,2,1,2.64,3.5,2.98
fL4SL6v4/,SP1,2013,1,0,11,6,1.34
GbqjdJ1M/,F1,2013,2,2,2.6,3.39,3.3
hE7C6Cla/,E0,2013,3,2,4.45,3.65,2
j7fVdHwO/,E0,2013,1,0,2.5,3.45,3.15
jmnWQtzE/,E0,2013,1,0,1.42,4.95,10
KQbT2UmO/,E0,2013,2,2,2.29,3.5,3.55
MLgfYwgU/,D1,2013,0,2,2.27,3.75,3.4
MRIZvO9n/,D1,2013,1,2,1.39,5.24,10.84
nqL0gNOu/,D1,2013,3,1,3.45,3.55,2.35
pjNyaqXj/,SP1,2013,1,0,2.2,3.4,3.9
QR5K4jJB/,E0,2013,2,1,2.54,3.4,3.2
U5PQkHvj/,F1,2013,1,1,1.55,4.38,8
UiMsw2va/,D1,2013,1,1,1.96,3.65,4.5
W46G5W35/,E0,2013,0,0,2.45,3.3,3.65
xpANMnPc/,SP1,2013,3,1,2.15,3.6,3.95
2euncanG/,F1,2013,3,1,3.65,3.47,2.27
8dOUlyfd/,F1,2013,3,1,1.53,4.3,8.69
A12DDKWd/,F1,2013,0,1,1.47,4.9,9.8
AiBQOjGh/,I1,2013,2,3,3.55,3.37,2.38
bgBJNS9i/,SP1,2013,1,1,6.75,5,1.53
Eq8sL8FH/,I1,2013,1,2,7,4.01,1.65
f7Pg77PA/,SP1,2013,1,0,1.48,4.8,8.19
GUBMPW0n/,I1,2013,1,2,2.2,3.35,4
hz7oKSUN/,I1,2013,3,2,3.13,3.26,2.7
n54YaPHp/,SP1,2013,3,0,1.66,4.2,6
Ofy0wjVo/,I1,2013,2,1,1.54,4.5,7.53
pA3wMl0B/,I1,2013,3,1,3.9,3.35,2.25
tOR5459T/,SP1,2013,1,1,1.63,4.4,6.8
x29O3AYH/,E0,2013,0,1,3.65,3.45,2.25
YB3WKQgA/,SP1,2013,2,1,1.58,4.59,7.33
z5iryt9B/,D1,2013,2,1,2.44,3.35,3.35
zadjJnpU/,I1,2013,2,0,1.74,3.85,5.9
zVMwvrPh/,D1,2013,2,3,3.65,3.65,2.18
zwD77hZh/,E0,2013,2,2,1.88,3.85,4.75
zNvbPHV8/,F1,2013,3,1,1.25,7,17
2F9BHC4F/,SP1,2013,4,1,1.41,5.6,8.69
2sbZeygU/,E0,2013,4,1,1.8,3.85,5.65
8A333z9k/,F1,2013,0,0,2.04,3.47,4.5
AkvwNXYu/,E0,2013,4,1,1.38,5.6,10
bDTCzlF4/,I1,2013,2,0,1.69,4.16,6
byET9xWL/,F1,2013,1,0,3.5,3.3,2.5
CQtJBMGd/,SP1,2013,1,1,2.12,3.46,4.03
f7aa4Ggq/,F1,2013,4,1,2.08,3.55,4.2
f9O8i1gh/,D1,2013,4,0,1.26,7.2,15.16
Gb7aKEKd/,SP1,2013,0,1,2.92,3.5,2.66
GOCHkuO4/,D1,2013,1,4,2.42,3.85,3.05
ILUcI9mB/,E0,2013,2,1,1.91,3.55,4.9
Im9YocNT/,D1,2013,0,1,3,3.41,2.64
Kde0sHVp/,D1,2013,0,0,1.83,3.95,4.96
l2MPXoaN/,I1,2013,1,1,2.98,3.3,2.79
OOA7Ihk9/,SP1,2013,0,3,2.1,3.65,4.45
OYabGmIN/,E0,2013,2,1,1.69,4.09,6.14
p8WkKVIb/,E0,2013,0,0,2.46,3.4,3.6
pr1fHT2H/,E0,2013,0,1,4.8,3.75,1.91
Q9rBDrnp/,SP1,2013,1,2,2.54,3.6,3
QZJ4hsvn/,D1,2013,1,4,1.3,6.4,11.7
SbGLlawB/,D1,2013,1,0,2.46,3.6,3.15
UNdW69Fs/,F1,2013,2,1,1.65,4.09,6.6
UPiC1Ew2/,F1,2013,1,1,2.33,3.4,3.8
vVVgJkY4/,E0,2013,3,1,5.8,4.2,1.69
xSCX8doS/,F1,2013,1,2,2,3.4,5
YaNCjL8b/,D1,2013,3,3,3.65,3.65,2.2
0CETnw8N/,D1,2013,1,1,2.74,3.4,2.94
2oz4xAph/,I1,2013,0,0,2.25,3.46,3.75
6wXKYRqH/,I1,2013,1,1,4.25,3.5,2.08
bHcX1l3U/,E0,2013,2,1,3.05,3.32,2.66
dWufQcG2/,F1,2013,1,3,2.12,3.5,4.09
hzTGZ7UA/,I1,2013,0,0,1.95,3.7,4.59
IoU2OyoF/,F1,2013,2,0,2.18,3.4,4.09
jZh82fOe/,F1,2013,1,1,3.7,3.35,2.27
KMU8yUab/,I1,2013,3,1,1.65,4,6.67
MDciS7xi/,I1,2013,1,0,2.06,3.4,4.59
MLFPmJhH/,D1,2013,1,0,1.68,4.09,6.08
O0dqIOwT/,SP1,2013,0,4,1.69,4.13,5.82
OxMbRqxi/,I1,2013,1,1,1.96,3.45,4.8
pnNfSPMp/,I1,2013,3,1,3.2,3.65,2.38
ShLTW5ET/,I1,2013,1,1,1.51,4.66,8
SY2zKp9G/,SP1,2013,2,1,3.8,3.65,2.15
U1B3JYZ2/,SP1,2013,6,1,1.09,15,31.1
W4SoLB3h/,E0,2013,2,0,1.8,3.87,5.25
YZsFC21j/,SP1,2013,1,2,2.92,3.36,2.75
ltwsMiln/,E0,2013,0,2,1.45,4.9,9.4
tx7vJ4OM/,SP1,2013,0,0,2.02,3.5,4.4
b3lm3RE6/,F1,2013,2,0,1.88,3.57,5.3
bsPkVVYE/,SP1,2013,3,1,1.44,5.11,9
GzZnHsUk/,I1,2013,2,1,1.51,4.7,8.19
URxi4vwb/,D1,2013,0,2,8.8,5.2,1.45
40ie15qJ/,F1,2013,1,0,1.6,4.13,7.4
4dgCNqiM/,I1,2013,1,0,3.65,3.68,2.24
65VwQlMJ/,F1,2013,0,1,2.78,3.21,2.98
8Iye3bh4/,D1,2013,2,3,2.12,3.7,3.8
8tGwez0p/,D1,2013,1,0,2.5,3.45,3.15
ALre9lCe/,SP1,2013,1,0,2.04,3.5,4.59
GIZpWBJ8/,SP1,2013,1,2,12.18,6.8,1.3
GMknBAsq/,SP1,2013,1,0,2.25,3.58,3.7
GvLDJnam/,F1,2013,2,2,1.76,3.85,6.06
hQmi2oUC/,F1,2013,1,0,1.57,4.2,8.02
j1TBaGiT/,D1,2013,1,0,2.1,3.65,4.2
n3mn5KNi/,D1,2013,2,1,1.51,4.8,8.15
Opdz6TUm/,F1,2013,2,1,1.92,3.7,5
pdUsP8yQ/,F1,2013,1,1,2.66,3.2,3.25
xbP70dxN/,D1,2013,2,2,2.38,3.55,3.3
xSzsXi42/,SP1,2013,3,1,2.31,3.4,3.6
Yaqr608o/,D1,2013,3,0,1.45,5.4,8.6
YBqrINEq/,I1,2013,1,1,2.29,3.35,3.68
2yev5mpf/,F1,2013,3,2,8.8,4.84,1.49
8Ua3P5M9/,I1,2013,0,2,3.5,3.4,2.38
bs3KFjZR/,SP1,2013,1,0,2.19,3.45,3.95
CpTgUklL/,SP1,2013,2,0,1.21,8.8,16
fRXjG1qd/,I1,2013,0,0,1.52,4.55,8.6
fZZ21xNG/,D1,2013,0,1,2.48,3.55,3.1
Grya2I7A/,D1,2013,2,2,2.1,3.65,4.05
KCkq47a0/,F1,2013,0,4,2.48,3.21,3.52
Kj4GGWJL/,SP1,2013,0,3,4.7,3.75,1.93
lCsa88R1/,SP1,2013,2,0,1.43,5,9
Q5f8OPyG/,I1,2013,4,1,2,3.75,4.3
rsRYvoMd/,I1,2013,1,0,2.46,3.35,3.55
S4PuHKOu/,E0,2013,5,0,1.41,5.3,9.27
SdgjAUdk/,SP1,2013,1,1,1.6,4.21,7.23
Uw1aQo73/,I1,2013,1,0,2.12,3.5,4.2
xlM9KSqs/,F1,2013,1,1,4.5,3.5,2.04
zH1eRRic/,I1,2013,2,1,2.18,3.25,4.3
bJhGM36S/,I1,2013,3,0,3.25,3.3,2.54
ETqQM7te/,SP1,2013,1,3,2.27,3.72,3.45
jXsVDrTO/,F1,2013,2,0,1.75,3.7,6.02
xC4tFeiG/,D1,2013,0,0,2.04,3.7,4.09
2BBmWPrg/,F1,2013,0,0,2.68,3.2,3.22
4nYKXlmb/,E0,2013,2,1,3.7,3.4,2.29
6TDQGpq6/,F1,2013,0,0,2.1,3.6,4.2
8lhhQtmm/,SP1,2013,1,2,6.6,4.73,1.57
AesFKGzr/,I1,2013,0,0,2,3.6,4.5
b3AII6Eg/,F1,2013,1,3,4.2,3.5,2.1
C6EMHQTa/,F1,2013,0,3,4.01,3.55,2.12
d2dYGHM3/,D1,2013,1,1,1.95,3.75,4.4
fHjUARuo/,E0,2013,1,0,2.16,3.35,4.09
fmFyGyxA/,D1,2013,5,1,2.78,3.6,2.75
G23pEF6M/,D1,2013,1,1,2.16,3.65,3.81
Iea2F7XT/,E0,2013,2,1,1.33,6.2,11.32
MgmYKoB7/,SP1,2013,2,2,3.55,3.65,2.25
nXEsffFj/,D1,2013,6,1,1.27,7.2,14
ObRGqVm8/,SP1,2013,1,3,2.12,3.55,4
OKCqX5Tn/,F1,2013,2,2,1.7,3.85,6.5
OlbQIwhi/,D1,2013,2,1,1.54,4.59,7.24
pKCUF4bC/,F1,2013,0,1,3.05,3.3,2.64
px8lDZLS/,D1,2013,2,1,2.4,3.4,3.5
Q1MTVSHA/,E0,2013,0,3,2.68,3.4,3
rwXOW824/,E0,2013,0,2,6.8,4.63,1.57
UcglRMXt/,SP1,2013,2,1,1.23,8,14.72
xxQXUnXG/,E0,2013,2,1,1.86,3.7,5.01
2BeOGYZ6/,I1,2013,2,3,3.35,3.5,2.4
2kQKrk3E/,SP1,2013,2,1,1.93,3.75,4.71
2ucUHc7c/,D1,2013,1,1,6.02,4.2,1.67
4dFswPj9/,I1,2013,2,0,2.06,3.35,4.59
4zWCxS5P/,F1,2013,3,1,1.8,3.85,5.5
67ScT93R/,SP1,2013,1,2,1.78,3.9,5.4
8GEPOTBr/,SP1,2013,1,0,1.42,5.09,9.77
CtqREODI/,F1,2013,0,2,1.46,4.5,10.58
dMUCZAIo/,E0,2013,2,0,2.16,3.7,3.84
GEaSFhkD/,I1,2013,3,0,1.25,7.15,16.93
IJwBvxSD/,I1,2013,4,3,2.29,3.2,3.88
lntJJzjl/,I1,2013,1,1,4.09,3.6,2.08
MXPxv5y3/,I1,2013,1,2,2.1,3.45,4.3
nofG8gUq/,D1,2013,0,0,5.07,3.95,1.81
tdNvYoEt/,F1,2013,2,0,1.58,4.34,7
zDTGYUXi/,E0,2013,4,2,2.29,3.5,3.5
zwoMNmRl/,SP1,2013,3,0,2.38,3.5,3.4
8jqULRe1/,SP1,2013,0,2,2.14,3.45,4.03
8ldKHEK0/,I1,2013,2,0,1.31,6.08,13.2
UccGIf5f/,I1,2013,0,0,3.05,3.5,2.58
WbPyU6nN/,E0,2013,2,3,3.85,3.4,2.25
IaJoxq6F/,I1,2013,2,1,3.45,3.5,2.34
08IqA65l/,D1,2013,0,1,2.04,3.8,4.24
2PzcVXl0/,I1,2013,1,1,3.15,3.3,2.58
bc78R1cO/,F1,2013,2,0,2.1,3.49,4.2
WSxIKxHO/,SP1,2013,2,0,1.93,3.75,4.84
4CqFsQGM/,E0,2013,0,4,4.92,4.09,1.81
4G7Ww0Hn/,SP1,2013,2,1,3.25,3.78,2.35
6eOqGvvn/,E0,2013,1,0,2.12,3.65,3.9
AyFeU3D5/,F1,2013,1,1,1.83,3.7,5.4
AyyRqqDh/,F1,2013,1,0,7.8,4.7,1.52
dGy7VGyc/,D1,2013,1,4,2.94,3.65,2.6
dtcbo8Hc/,E0,2013,1,2,1.7,4.09,5.8
GIi8Tf69/,D1,2013,1,1,3.01,3.35,2.66
h040TNSB/,F1,2013,1,2,2,3.6,4.55
hxvELI1I/,SP1,2013,2,2,1.56,4.59,7.1
Ieo7qnnA/,E0,2013,2,2,2.31,3.4,3.62
jq68OpAp/,E0,2013,1,0,1.41,5.5,10.31
n5EuBnjr/,D1,2013,1,1,1.71,4.09,5.9
OvuVr3Sb/,F1,2013,0,0,1.88,3.49,5.41
r76zwKWh/,SP1,2013,0,0,2.29,3.65,3.35
rDmP6Xbd/,D1,2013,2,1,1.55,4.55,7.26
rwgfnl2i/,E0,2013,4,0,1.29,6.64,15.5
tGZ0Ui46/,I1,2013,3,0,1.68,3.9,7.6
U9qL7Dqj/,D1,2013,3,1,1.35,6.1,10.46
UZ4CN4Pj/,E0,2013,3,1,1.38,5.6,11
v5n3pSW3/,E0,2013,0,1,2.56,3.25,3.3
WpGiVqba/,F1,2013,4,0,1.76,3.8,6
xOxJo5rt/,F1,2013,1,0,2.31,3.3,3.6
z1q9MbnC/,SP1,2013,0,1,2.4,3.51,3.4
z7zBUzi3/,D1,2013,0,1,1.77,4.15,5.27
2mo1OKHa/,SP1,2013,0,0,3.34,3.4,2.42
4z84SsrI/,F1,2013,2,1,2,3.35,4.9
82ygWDZg/,I1,2013,2,3,2.29,3.5,3.65
AHIkXgKm/,I1,2013,3,1,1.44,5.25,8.76
biU5TBJC/,I1,2013,0,0,2.08,3.45,4.3
dAp5NvX5/,SP1,2013,3,3,1.86,3.85,4.9
dAxFwdsK/,I1,2013,0,2,2.48,3.25,3.46
f9jCSELF/,D1,2013,0,1,13,6.8,1.31
GEyNpPcn/,F1,2013,1,1,5.09,3.7,1.87
jDscP02g/,SP1,2013,0,0,2.08,3.65,4.7
joHiiFBJ/,I1,2013,0,1,4,3.54,2.16
pWQaqMgP/,SP1,2013,1,2,2.16,3.53,3.9
QLpBr61G/,E0,2013,2,1,2.46,3.6,3.15
QqsJxGdQ/,I1,2013,3,0,2.42,3.26,3.5
rX7l9QKf/,D1,2013,1,1,2.96,3.52,2.64
ShTpYZ4s/,I1,2013,2,1,1.47,4.65,9.6
xl6CQLCU/,F1,2013,2,1,1.51,4.36,9.4
xrT9SVYI/,I1,2013,1,0,2.25,3.35,3.85
AkOuTQ1T/,E0,2013,0,1,8.4,5.2,1.44
MiIRvt2t/,SP1,2013,4,1,1.53,4.59,7.69
0Qk9dMdb/,F1,2013,2,2,2.88,3.35,2.86
dndWqX3g/,I1,2013,0,2,5.09,3.62,1.94
dzYNNPZm/,D1,2013,1,2,2.29,3.35,3.7
QkbiZyWH/,SP1,2013,2,1,1.85,3.78,5.09
4bd0brSo/,F1,2013,2,1,1.24,7.4,18
4QOmdPVF/,E0,2013,1,2,2.63,3.5,2.96
63UZsNs5/,F1,2013,1,0,2.62,3.31,3.4
6u6pc5G9/,E0,2013,3,1,2.29,3.4,3.66
CI6tbo13/,E0,2013,0,0,2.84,3.35,2.84
hKSst1CH/,F1,2013,5,1,2.34,3.4,3.65
jcBd74k7/,D1,2013,2,1,3.7,3.8,2.11
jX5vxvna/,SP1,2013,2,0,2.02,3.65,4.41
MN6h8pz1/,D1,2013,3,2,1.12,10.01,29.14
pfTwsscB/,F1,2013,4,2,2.42,3.35,3.9
rke4c2sh/,F1,2013,0,1,3.6,3.3,2.44
UmA06O4D/,D1,2013,1,1,2.38,3.75,3.15
UN4ryb15/,SP1,2013,1,1,2.29,3.41,3.7
UypHkcGb/,SP1,2013,2,0,1.18,11,23
vawJO5Ks/,D1,2013,1,0,3.1,3.5,2.56
vHlDetC4/,F1,2013,1,3,3.75,3.46,2.31
W4lqsVmC/,I1,2013,1,1,3.01,3.6,2.54
xjiiToCQ/,D1,2013,2,5,1.77,4.09,5.09
xUR9iJon/,SP1,2013,2,1,3.45,3.57,2.36
zRWRMqkf/,D1,2013,0,3,2.72,3.45,2.91
zVSmFbgh/,E0,2013,2,1,2.35,3.5,3.55
4Iniu9IO/,I1,2013,1,2,1.9,3.51,5.3
4lLejZQP/,I1,2013,0,1,1.85,4,5.09
AVcOogZt/,I1,2013,1,0,1.29,6.2,16
b3daXF0U/,SP1,2013,0,0,2.5,3.35,3.3
CnfmzIGB/,SP1,2013,0,1,1.57,4.5,7.25
EZGjvusU/,F1,2013,2,0,2.66,3.25,3.15
I1purBY5/,I1,2013,2,1,1.53,4.59,8.19
IJPkyOgj/,E0,2013,3,2,1.94,4.2,4.2
je8IZbko/,F1,2013,0,0,2.31,3.4,3.65
KCceYeoO/,SP1,2013,1,0,2.64,3.65,2.89
lMdSpDlm/,I1,2013,0,2,2.98,3.3,2.8
QRmmtk3I/,I1,2013,3,1,2.31,3.2,3.9
rTimURdK/,D1,2013,0,0,2.56,3.6,2.98
tzWZ3heP/,I1,2013,4,1,2,3.3,5.09
WARouLRN/,F1,2013,1,0,1.68,3.8,7.25
WhlqV7sE/,D1,2013,0,1,2.4,3.65,3.25
WjRDjw1h/,SP1,2013,1,2,7.25,5.2,1.51
YR7xaRoc/,E0,2013,2,1,1.81,3.7,5.74
zwezqiJa/,I1,2013,2,0,4,3.45,2.2
bwT5haWu/,SP1,2013,0,0,2.29,3.5,3.6
2Bmsrra2/,F1,2013,0,0,1.53,4.3,8.83
46OrJ1lJ/,D1,2013,1,1,1.97,3.6,4.7
j7Mm3Gpb/,SP1,2013,3,1,2.29,3.52,3.55
2e3dxPls/,D1,2013,0,0,2.6,3.5,3.05
Ae5j4dVi/,SP1,2013,5,2,1.14,10.5,23
AyiktMTE/,F1,2013,1,0,3.05,3.36,2.75
bHyYoFFN/,SP1,2013,3,0,1.67,4.12,6.41
bwN0Zke2/,F1,2013,1,1,1.67,3.85,7.2
CMKlxhBq/,F1,2013,4,0,1.7,3.85,6.5
dEQTt5tQ/,D1,2013,3,0,3.25,3.65,2.38
E3UYzFa7/,E0,2013,1,0,1.15,10,23
ELRiEI8b/,E0,2013,0,2,3.65,3.65,2.2
Gb70yq4m/,D1,2013,0,1,2.15,3.5,4
GEios2E8/,F1,2013,4,1,4.51,3.5,2.1
INRPsoRJ/,D1,2013,2,2,1.56,4.7,7.21
j9suDVXu/,I1,2013,3,1,1.9,3.65,5.18
jDJhyCQk/,F1,2013,1,1,2.31,3.3,3.81
jiYPmyoB/,SP1,2013,4,1,1.62,4.13,7.05
KnOdzWud/,F1,2013,1,2,1.55,4.34,8.65
OEyMwHFl/,E0,2013,3,2,2.45,3.4,3.31
QFPvKsZC/,D1,2013,1,2,4.05,3.65,2.1
S6YxzZED/,E0,2013,3,1,4,3.77,2.04
tAMKbIiE/,E0,2013,0,0,2.9,3.25,2.92
ttRxoZUT/,SP1,2013,1,0,2.61,3.55,3.05
UmWVL340/,D1,2013,5,1,1.38,5.7,9.6
vVDMflIB/,I1,2013,0,2,5.5,3.73,1.81
WvuUyep1/,E0,2013,2,0,3.6,3.5,2.27
0CxMddMQ/,E0,2013,0,1,1.55,4.5,7.3
0p2VhSnO/,I1,2013,2,0,1.33,5.9,12.09
2LOmhGUs/,E0,2013,2,1,2.29,3.6,3.5
AL64z3Jg/,D1,2013,1,2,2.1,3.65,4
C0ZLlHV4/,SP1,2013,0,2,2.02,3.6,4.5
Em6Zin2U/,I1,2013,2,0,1.63,4.3,6.52
hltQxyVf/,E0,2013,2,0,1.4,5.5,9.4
I1I4tgwo/,SP1,2013,1,1,1.94,3.6,4.75
ILCQg8XH/,I1,2013,1,0,2.56,3.25,3.29
K0LOcx7K/,E0,2013,1,1,2.06,3.47,4.33
KQxUne0H/,SP1,2013,0,2,4,3.55,2.14
lSkgutqL/,F1,2013,0,0,2.29,3.1,4.09
ltL9cjYh/,I1,2013,0,2,3.2,3.3,2.56
rizzLNJ6/,D1,2013,1,0,2.04,3.75,4.13
rqI1aC3t/,I1,2013,3,2,1.55,4.3,8
UcLi2z04/,SP1,2013,3,1,1.12,13,27
W46n5xGo/,SP1,2013,4,0,1.42,5.2,9.4
W4AEdAma/,I1,2013,3,2,1.42,4.9,10.5
WO6KgKtH/,F1,2013,2,2,2.96,3.35,2.72
x6H5bWIn/,I1,2013,0,0,2.52,3.5,3.3
YwlHf0RA/,F1,2013,1,0,2.82,3.2,3
lrvHfLr8/,F1,2013,1,0,1.64,4.05,6.61
2FVslMmg/,D1,2013,1,4,5.4,4.19,1.76
2RRPkaWq/,I1,2013,3,0,1.45,4.9,9.5
6m0DYtl6/,D1,2013,3,0,1.65,4.4,6.3
6RG6Swas/,E0,2013,1,0,1.88,3.85,5.55
8MJbQmID/,E0,2013,4,0,1.31,6,12.5
AcSPhaDK/,F1,2013,0,2,1.8,3.65,5.9
AiVXmw1d/,I1,2013,0,0,2.27,3.25,3.94
Cd9GCMwc/,I1,2013,2,2,2.16,3.35,4.09
dhRWYuMD/,E0,2013,2,1,3.13,3.45,2.56
dMCuB92h/,I1,2013,2,1,2.1,3.45,4.11
fkSZkrJt/,D1,2013,0,2,2.02,3.6,4.2
GEqZEDqA/,SP1,2013,2,2,9,5.4,1.45
htt8fOAP/,D1,2013,1,1,2.27,3.75,3.5
jy2PVvYO/,D1,2013,2,0,2.1,3.55,4.22
lC58ZMYa/,D1,2013,9,2,1.27,7.1,14
MXVTiJSQ/,F1,2013,3,4,2.04,3.4,4.5
OKKe1fFA/,SP1,2013,1,3,2.1,3.6,4
pvaHX03C/,D1,2013,1,2,4.93,4.09,1.8
Q14d7R1H/,I1,2013,3,5,3.35,3.32,2.46
Q9hMYwMl/,F1,2013,2,2,2.18,3.3,4.25
r1oRGZEc/,SP1,2013,1,1,8.5,5.3,1.47
rwFi87nB/,I1,2013,0,1,5.5,3.74,1.81
U5PvXJjQ/,E0,2013,3,1,2.2,3.5,3.8
UatqCkmn/,I1,2013,0,0,2,3.4,4.9
Uw7jv0bR/,F1,2013,2,3,3.1,3.1,2.81
UZAm9mX4/,I1,2013,1,2,4.09,3.39,2.15
vDdQXcye/,F1,2013,1,1,1.99,3.35,5.18
vsSsUVIl/,E0,2013,4,1,1.27,6.8,14
vwhf9AaC/,E0,2013,1,2,3.2,3.55,2.45
W0WTlJoj/,I1,2013,2,0,3.3,3.55,2.4
WngIZJ6r/,F1,2013,2,2,4.4,3.8,2
WQsNHFai/,SP1,2013,1,0,3.95,3.57,2.12
z9LjS9m1/,E0,2013,1,0,1.77,3.7,6
zDBqATHb/,I1,2013,2,1,3.65,3.6,2.22
zqQzYayK/,E0,2013,0,1,6.4,3.9,1.7
0SpZVy67/,F1,2013,1,2,1.61,4.3,6.8
bwD8bhaT/,SP1,2013,1,1,1.73,4.15,5.8
KnE4aYqN/,SP1,2013,1,3,2.2,3.45,3.88
M5HnTkYf/,E0,2013,1,2,5.7,4.43,1.66
MynVWHj1/,F1,2013,0,1,3.2,3.25,2.75
OOWwk2Yn/,D1,2013,2,3,3.35,3.55,2.4
SYxLgubE/,F1,2013,1,2,5.8,3.85,1.75
v1bLWKII/,D1,2013,2,2,2.06,3.6,4.09
xOOa0EUG/,SP1,2013,2,2,2.78,3.5,2.83
xOpVFgU3/,SP1,2013,2,3,1.95,3.75,4.7
jV4zfC7p/,SP1,2013,0,0,1.85,3.85,5.04
UL3vgWMj/,SP1,2013,1,0,1.76,3.95,5.6
UVKfRT27/,E0,2013,3,2,2.16,3.65,3.9
Ae9IeU25/,I1,2013,0,2,2.98,3.4,2.72
04fKg3D1/,SP1,2013,1,5,2.29,3.55,3.5
MeEGrFkD/,F1,2013,1,0,2.02,3.35,4.7
SIE531mt/,D1,2013,3,0,2,3.55,4.45
2gWptcTt/,E0,2013,1,2,5.08,4.01,1.83
8hACqez7/,F1,2013,3,1,1.64,3.95,7.49
