league,season,fthg,ftag,odd_h,odd_d,odd_a,num of events type 1 for size 1,num of events type 2 for size 1,num of events type 3 for size 1,num of events type 4 for size 1,num of events type 5 for size 1,num of events type 6 for size 1,num of events type 7 for size 1,num of events type 8 for size 1,num of events type 9 for size 1,num of events type 10 for size 1,num of events type 11 for size 1,num of events type 12 for size 1,num of events type 13 for size 1,num of events type 14 for size 1,num of events type 15 for size 1,num of events type 1 for size 2,num of events type 2 for size 2,num of events type 3 for size 2,num of events type 4 for size 2,num of events type 5 for size 2,num of events type 6 for size 2,num of events type 7 for size 2,num of events type 8 for size 2,num of events type 9 for size 2,num of events type 10 for size 2,num of events type 11 for size 2,num of events type 12 for size 2,num of events type 13 for size 2,num of events type 14 for size 2,num of events type 15 for size 2
SP1,2014,2,0,1.23,9.1,17,22,9,5,1,0,0,3,9,10,0,1,18,10,0,0,3,1,9,5,0,0,3,5,0,2,0,3,0,0,0
F1,2014,4,0,1.29,6.2,14,20,6,9,0,0,0,3,13,5,0,1,15,5,0,0,11,3,12,2,0,0,3,9,2,1,0,9,2,0,0
E0,2014,2,2,4.5,4.1,1.92,14,3,7,2,0,1,3,10,0,0,0,9,0,1,0,23,13,9,3,0,0,2,7,2,0,0,19,2,0,0
D1,2014,0,0,2.15,3.7,4.25,18,7,20,1,0,0,2,11,1,1,0,11,1,0,0,10,8,11,2,0,0,3,21,5,1,0,8,5,0,0
E0,2014,2,1,1.55,4.4,8.2,13,5,6,3,0,0,3,16,1,0,0,13,1,0,0,10,7,15,1,0,0,3,6,1,0,0,9,1,0,0
E0,2014,4,1,1.35,6.4,14,19,10,7,0,0,0,3,7,1,0,0,16,1,0,0,12,1,7,0,0,0,2,8,2,0,0,9,2,0,0
I1,2014,2,1,2,3.52,5.3,29,11,12,3,0,0,3,17,1,0,1,21,1,0,0,7,5,17,1,0,1,3,11,1,0,0,7,1,1,0
F1,2014,0,1,3.5,3.24,2.46,7,7,18,2,0,0,2,15,4,0,0,5,4,0,0,16,6,15,2,0,0,3,18,0,1,0,10,0,0,0
D1,2014,1,0,1.25,8,15.18,18,9,11,1,0,0,3,14,2,0,1,12,2,0,0,10,2,14,3,0,0,3,11,1,0,0,6,1,0,0
E0,2014,4,0,1.65,4.4,7.3,15,7,12,1,0,0,3,12,2,0,0,10,2,0,1,6,2,12,2,0,0,3,12,5,0,0,5,5,0,0
F1,2014,2,2,8.8,4.7,1.55,15,9,14,2,0,0,3,16,3,2,0,9,3,0,0,12,3,16,2,0,0,3,14,0,2,0,11,0,0,0
I1,2014,2,1,2.42,3.4,3.5,8,1,17,4,0,0,3,10,2,1,1,6,2,0,0,21,13,9,2,0,0,3,17,4,0,1,14,4,0,0
I1,2014,3,3,4.05,3.7,2.15,21,11,7,3,0,0,3,12,5,0,1,10,5,0,0,9,2,11,2,0,1,3,9,0,0,0,7,0,1,0
I1,2014,1,2,2.55,3.26,3.3,16,5,10,5,0,0,3,16,3,0,0,12,3,0,0,11,2,16,3,0,0,3,9,2,1,2,9,2,0,0
I1,2014,2,1,2.24,3.37,4.1,9,4,14,1,0,0,3,19,3,0,0,5,3,0,0,15,2,19,4,0,0,3,15,2,1,0,12,2,0,0
E0,2014,0,2,4.4,3.6,2.07,15,4,12,3,0,0,3,11,2,0,0,10,2,0,0,13,6,12,4,0,0,3,12,1,0,0,10,1,0,0
SP1,2014,0,2,2.3,3.5,3.74,12,9,18,5,0,0,3,12,4,1,0,5,4,1,0,16,2,11,2,0,0,3,19,2,0,0,12,2,0,1
F1,2014,3,2,1.67,3.95,6.69,18,4,18,3,0,0,3,11,1,1,0,16,1,0,0,11,4,11,2,0,0,3,18,3,0,0,8,3,0,0
SP1,2014,0,1,2.14,3.79,3.75,6,7,18,2,0,0,3,13,5,1,0,5,5,0,0,17,6,12,5,0,0,3,20,0,0,0,9,0,1,0
SP1,2014,2,2,2.97,3.55,2.7,11,6,13,2,0,0,3,15,2,0,0,9,2,0,0,16,5,17,3,0,0,2,13,2,1,0,11,2,0,0
I1,2014,2,1,3.1,3.34,2.8,14,7,6,0,0,0,3,17,4,0,0,12,4,0,0,16,2,16,2,0,0,3,7,1,0,0,11,1,0,0
I1,2014,3,2,2.47,3.55,3.4,14,6,16,0,0,0,3,19,3,0,2,7,3,0,0,13,3,16,7,0,0,3,16,3,0,0,7,3,0,0
F1,2014,1,1,2.22,3.52,3.98,18,5,15,3,0,0,3,15,2,1,0,9,2,1,0,10,5,15,2,0,0,0,15,2,0,0,8,2,0,0
SP1,2014,1,2,2,3.55,4.65,14,6,19,4,0,0,3,8,6,1,0,12,6,0,0,7,7,6,4,0,0,3,21,5,0,0,7,5,1,0
D1,2014,1,2,2.45,3.5,3.28,11,3,20,2,0,0,3,15,4,0,0,9,4,0,0,12,2,15,3,0,0,3,21,1,1,0,10,1,0,0
I1,2014,4,2,4.4,3.54,2.15,12,4,9,3,0,0,3,24,2,0,1,8,2,0,0,18,5,23,6,0,0,3,10,1,0,1,12,1,0,0
D1,2014,3,3,2.45,3.75,3.38,22,10,15,1,0,0,1,11,4,1,0,14,4,0,0,10,0,11,2,0,1,3,15,2,0,0,6,2,1,1
SP1,2014,0,1,2.1,3.55,4.13,15,5,12,2,0,0,3,14,3,0,0,11,3,0,0,6,0,15,1,0,0,3,12,2,2,0,4,2,0,0
E0,2014,1,4,2.94,3.4,2.8,14,5,10,0,0,0,3,13,2,0,0,8,2,0,0,9,6,13,1,0,0,3,10,1,0,0,7,1,0,0
SP1,2014,2,0,2.65,3.4,3,19,8,11,5,0,0,3,11,6,2,0,14,6,0,0,6,4,9,4,0,0,3,10,1,1,0,4,1,1,0
D1,2014,1,1,1.77,4.1,5.4,10,2,11,2,0,0,3,14,4,0,1,9,4,0,0,7,4,13,1,0,0,3,10,3,0,0,7,3,0,0
SP1,2014,0,3,2.15,3.67,4.01,17,8,7,2,0,0,3,24,3,0,0,8,3,0,0,9,1,24,2,0,0,3,7,4,2,0,6,4,0,0
F1,2014,0,1,2.8,3.18,3.13,7,5,9,2,0,0,3,18,2,1,0,6,2,1,0,12,1,17,4,0,0,3,10,1,1,0,12,1,0,0
D1,2014,3,0,1.73,4.2,5.9,19,5,11,1,0,0,3,14,6,0,0,17,6,0,0,8,4,14,2,0,0,3,12,3,2,0,4,3,0,0
E0,2014,0,2,14,6.1,1.35,13,3,10,0,0,0,3,8,2,0,0,9,2,0,0,10,3,8,0,0,1,3,10,2,0,0,9,2,1,0
I1,2014,4,2,1.56,4.6,7.4,22,9,7,3,0,0,3,10,4,0,0,17,4,0,1,9,1,10,3,0,0,3,10,2,0,0,5,2,0,0
E0,2014,2,0,1.65,4.3,6.5,20,10,11,0,0,0,2,8,4,0,0,15,4,0,0,2,3,8,2,0,0,3,10,3,0,0,0,3,0,0
D1,2014,1,3,4.9,4.1,1.9,12,2,10,3,0,0,3,11,2,0,1,7,2,0,0,10,2,9,1,0,0,3,11,2,0,0,9,2,0,0
F1,2014,0,1,2.06,3.6,4.6,10,7,9,1,0,0,2,11,4,0,0,9,4,0,0,5,4,11,3,0,0,3,10,0,0,0,4,0,0,0
F1,2014,0,5,2.05,3.4,4.8,16,4,9,1,0,0,3,15,0,2,0,13,0,0,0,14,2,14,1,0,0,3,9,0,0,0,8,0,0,0
E0,2014,0,2,3.55,3.5,2.35,14,8,14,0,0,0,2,7,2,0,0,8,2,0,0,15,6,7,2,0,0,3,14,3,0,0,11,3,0,0
E0,2014,0,0,2.2,3.55,4.23,30,12,8,1,0,0,3,8,2,0,0,21,2,0,0,6,2,9,1,0,0,3,8,3,0,0,3,3,0,0
SP1,2014,0,1,2.1,3.45,4.4,8,5,9,2,0,0,3,8,2,1,0,6,2,0,0,12,4,9,3,0,0,3,11,1,0,0,6,1,0,0
D1,2014,2,1,1.7,4.33,5.8,24,12,7,1,0,0,3,9,3,0,0,17,3,0,0,11,7,9,3,0,0,3,7,0,0,0,8,0,0,0
F1,2014,2,1,1.7,4.14,6.8,17,8,18,2,0,0,3,17,3,1,0,14,3,0,0,13,2,16,4,0,0,3,17,1,2,0,9,1,0,0
I1,2014,1,0,2.46,3.25,3.55,14,3,17,4,0,0,3,18,1,4,0,10,1,0,0,7,5,17,2,0,1,3,18,5,0,0,5,5,1,0
D1,2014,1,4,2.23,3.7,3.7,11,8,17,5,0,1,3,9,2,0,1,9,2,2,0,10,1,10,2,0,0,3,18,7,1,0,7,7,0,0
SP1,2014,2,1,1.8,4.55,4.9,12,4,18,2,0,0,3,13,3,0,0,8,3,0,0,10,3,13,5,0,0,3,19,1,2,0,6,1,0,0
F1,2014,2,3,1.68,3.85,7.02,17,8,13,2,0,0,3,13,5,0,0,14,5,0,0,8,5,12,0,0,0,3,13,3,1,0,6,3,0,0
E0,2014,3,2,1.37,5.89,11.53,19,11,8,2,0,0,3,18,2,0,0,14,2,0,0,10,2,18,6,0,0,3,8,0,0,0,5,0,0,0
SP1,2014,3,0,3.28,3.4,3,6,3,14,2,0,0,3,22,1,0,1,3,1,0,0,20,11,22,5,0,0,3,14,0,0,0,15,0,0,0
D1,2014,3,2,1.13,12,31.95,13,4,10,3,0,0,3,13,3,0,0,11,3,0,0,10,4,12,4,0,0,3,10,2,0,0,10,2,0,0
F1,2014,1,0,2.55,3.3,3.35,9,4,13,2,0,1,3,16,3,0,0,8,3,1,0,13,3,16,5,0,0,3,13,2,1,0,9,2,1,0
D1,2014,2,0,1.67,4.2,6.2,9,0,23,2,0,0,3,17,4,0,0,9,4,0,0,6,8,14,3,0,0,3,24,2,0,0,3,2,0,0
SP1,2014,0,5,1.97,3.75,4.75,7,5,12,2,0,0,3,10,3,2,0,6,3,0,0,16,6,10,0,0,0,3,12,1,1,0,12,1,0,0
E0,2014,4,1,1.45,5.3,8.5,18,3,10,0,0,0,3,11,1,0,0,12,1,0,0,16,9,11,2,0,0,3,10,0,0,0,11,0,0,0
F1,2014,2,1,1.85,3.65,6.25,10,4,15,1,0,0,2,8,1,2,0,10,1,0,0,7,3,7,1,0,0,3,15,0,1,0,5,0,0,0
D1,2014,0,3,2.86,3.65,2.65,9,4,13,2,0,0,3,12,2,0,0,8,2,0,0,17,4,12,1,0,0,3,14,1,0,0,11,1,0,0
I1,2014,0,1,3.4,3.45,2.5,13,4,14,4,0,0,3,12,3,1,0,8,3,0,0,16,8,11,5,0,0,3,14,0,0,0,14,0,1,0
I1,2014,0,0,2.26,3.45,3.85,14,5,17,1,0,0,3,11,3,1,0,11,3,0,0,12,2,11,2,0,0,3,16,3,1,0,10,3,0,0
I1,2014,2,0,1.23,7.6,22,24,6,13,1,0,0,3,7,3,0,1,17,3,0,0,6,2,7,1,0,0,3,13,1,0,0,5,1,0,0
SP1,2014,4,1,2.06,3.67,4.2,13,6,14,3,0,0,3,10,1,0,1,10,1,0,0,16,9,10,3,0,0,3,14,2,2,0,10,2,0,0
F1,2014,2,0,2.25,3.3,4.4,16,6,19,3,0,0,3,9,2,1,0,13,2,0,0,5,3,9,0,0,1,2,19,1,0,0,2,1,1,0
D1,2014,4,1,2.4,3.65,3.5,13,1,9,2,0,0,3,12,3,0,0,11,3,0,0,11,3,12,4,0,0,3,9,4,1,0,9,4,0,0
I1,2014,2,0,1.42,5.4,9.8,21,7,13,1,0,0,3,7,3,0,1,14,3,0,0,9,4,6,0,0,1,3,13,1,0,1,7,1,1,0
SP1,2014,3,0,1.62,4.6,7,10,3,9,1,0,0,3,14,3,0,0,8,3,0,0,14,7,14,3,0,0,3,10,5,0,0,11,5,0,0
SP1,2014,2,1,1.55,4.88,8.2,23,9,9,1,0,0,3,11,2,1,0,20,2,0,0,7,3,10,4,0,1,3,10,0,0,0,4,0,1,0
E0,2014,2,1,3.42,3.4,2.78,8,5,12,1,0,0,3,14,4,0,0,5,4,0,0,16,3,13,1,0,0,3,12,2,0,0,14,2,0,0
I1,2014,1,2,4.3,3.7,2.05,9,3,14,4,0,0,3,8,3,0,0,5,3,0,0,15,5,8,3,0,0,3,15,0,0,0,14,0,0,0
SP1,2014,5,0,1.3,6.8,15,16,6,12,0,0,0,3,5,2,0,0,11,2,0,0,9,5,5,2,0,0,3,14,1,2,0,6,1,0,0
F1,2014,2,1,1.58,4.2,7.8,10,2,11,1,0,0,3,17,8,0,0,7,8,0,0,7,6,17,3,0,0,3,12,1,0,0,6,1,0,0
E0,2014,0,0,1.8,4.01,5.3,10,9,10,1,0,0,2,12,2,0,0,8,2,0,0,15,5,12,3,0,0,3,10,2,0,0,12,2,0,0
I1,2014,1,0,2.02,3.45,4.6,9,5,18,2,0,0,3,13,1,1,0,6,1,0,0,13,6,12,2,0,0,3,19,3,0,0,7,3,0,0
E0,2014,1,0,1.4,5.1,13,15,6,13,3,0,0,3,7,1,0,0,10,1,0,0,10,4,7,3,0,0,3,13,1,0,0,6,1,0,0
I1,2014,2,0,1.95,3.65,4.9,11,4,14,1,0,0,3,13,3,1,0,5,3,0,0,12,5,12,1,0,0,3,15,1,0,1,9,1,0,0
I1,2014,3,2,3.55,3.57,2.3,15,3,14,3,0,0,3,10,5,0,0,11,5,0,0,15,6,9,3,0,0,3,14,0,0,0,9,0,0,0
E0,2014,2,1,2.45,3.45,3.65,12,3,11,2,0,0,3,14,4,0,0,9,4,0,0,15,6,15,3,0,0,3,11,2,0,0,12,2,0,0
F1,2014,2,2,5.7,4.1,1.77,9,4,10,4,0,0,3,11,0,1,0,5,0,1,0,21,6,11,3,0,0,3,10,1,1,0,17,1,0,0
SP1,2014,0,1,2.78,3.45,2.82,15,9,12,0,0,0,3,19,2,0,1,7,2,0,0,6,4,18,3,0,0,3,13,3,0,0,4,3,0,0
I1,2014,1,1,4.4,3.45,2.1,12,8,9,3,0,0,3,13,2,0,0,7,2,0,0,13,7,12,1,0,0,3,11,3,1,0,11,3,0,0
SP1,2014,0,3,11,5.8,1.41,12,5,16,3,0,0,3,11,2,1,0,7,2,0,0,21,6,11,1,0,0,3,15,3,1,0,16,3,0,1
SP1,2014,0,0,2.05,3.75,5.1,12,8,17,1,0,0,3,10,1,0,0,7,1,0,0,14,6,8,3,0,0,3,19,3,1,0,10,3,0,0
SP1,2014,3,1,2.5,3.4,3.35,10,5,10,0,0,1,3,8,3,0,0,8,3,1,0,21,10,7,2,0,0,2,10,7,0,0,19,7,0,0
I1,2014,1,2,2.7,3.4,3.1,11,9,16,4,0,0,3,13,1,0,1,6,1,1,0,4,3,14,5,0,0,3,20,2,1,0,3,2,1,0
SP1,2014,1,2,1.47,5.1,8.63,19,5,11,0,0,0,3,15,5,0,0,12,5,0,0,8,2,13,5,0,0,3,14,1,1,1,6,1,0,0
I1,2014,1,0,2.75,3.4,2.97,5,2,13,3,0,0,3,11,2,0,1,3,2,0,0,10,3,11,2,0,0,3,14,3,0,0,8,3,0,0
I1,2014,1,2,3.6,3.45,2.45,15,6,15,2,0,1,3,21,2,0,0,9,2,1,0,9,4,21,3,0,0,3,15,4,0,1,7,4,0,0
I1,2014,4,0,1.2,9,29,22,8,12,2,0,0,3,11,3,0,0,18,3,0,0,7,5,11,2,0,0,3,13,3,0,0,4,3,1,0
SP1,2014,7,3,1.25,7.9,15,18,2,14,3,0,0,3,14,2,0,1,14,2,0,0,16,1,14,4,0,0,3,15,2,0,2,12,2,1,0
SP1,2014,2,2,2.78,3.45,2.82,18,11,14,4,0,0,3,4,2,0,0,12,2,0,0,16,4,4,1,0,0,2,15,0,2,1,12,0,0,0
I1,2014,0,3,1.83,3.9,6.45,10,7,15,4,0,0,3,21,2,0,0,4,2,1,0,17,3,21,3,0,0,3,17,1,0,0,12,1,0,0
I1,2014,1,1,1.83,3.95,6,18,4,10,4,0,0,3,18,0,0,0,17,0,0,0,5,3,17,2,0,0,3,12,4,1,0,4,4,0,0
I1,2014,3,3,2.75,3.32,3,19,8,9,6,0,0,3,15,2,1,1,15,2,0,0,12,7,13,4,0,0,3,9,3,1,0,9,3,0,0
I1,2014,2,0,2.22,3.45,3.95,11,7,12,0,0,0,3,12,4,0,0,9,4,0,0,15,3,12,1,0,0,3,12,2,1,0,9,2,0,0
SP1,2014,0,0,1.95,3.8,5.17,15,4,9,3,0,0,3,12,1,0,1,12,1,1,0,17,3,13,6,0,0,3,11,1,0,0,10,1,0,0
I1,2014,1,0,1.31,6.4,14,18,10,12,3,0,0,3,18,1,0,0,11,1,0,0,2,1,16,5,0,0,3,12,6,1,0,2,6,0,0
SP1,2014,1,2,9.2,4.65,1.53,9,5,11,2,0,0,3,12,1,0,0,6,1,0,0,6,5,12,4,0,0,3,12,1,4,2,4,1,1,0
SP1,2014,2,2,1.7,4,6.1,17,7,8,3,0,0,3,10,6,1,0,14,6,0,0,11,3,9,3,0,0,3,9,2,0,0,6,2,0,0
SP1,2014,0,2,1.58,4.51,7.6,13,9,10,1,0,1,3,14,2,1,0,8,2,1,0,9,8,12,4,0,0,3,11,0,0,0,6,0,0,0
D1,2014,6,1,1.3,7.2,14.01,17,6,14,1,0,0,3,4,3,0,0,14,3,0,0,3,1,4,0,0,0,3,14,1,0,0,2,1,0,0
SP1,2014,1,0,1.14,12.87,35.13,19,9,7,1,0,0,3,18,5,0,0,14,5,0,0,8,2,18,3,0,0,2,7,1,1,0,8,1,0,0
F1,2014,4,0,1.22,7.7,19,17,6,8,0,0,0,3,9,5,0,0,12,5,0,0,9,6,11,0,0,0,3,8,3,0,0,7,3,0,0
D1,2014,0,2,2.52,3.55,3.1,18,5,21,3,0,0,3,17,1,0,0,15,1,0,0,11,3,17,1,0,0,3,20,4,1,0,10,4,0,0
F1,2014,1,3,2.55,3.3,3.35,14,2,25,2,0,0,2,19,1,0,0,13,1,0,1,14,6,19,2,0,0,3,25,2,0,0,11,2,0,0
I1,2014,0,2,2.05,3.8,4.69,17,10,17,1,0,0,2,10,1,1,0,14,1,0,0,4,3,9,2,0,0,3,18,0,2,0,1,0,0,0
E0,2014,2,0,2.25,3.65,3.88,11,3,10,2,0,0,3,7,1,0,0,8,1,0,0,12,5,6,1,0,0,2,10,4,0,0,10,4,0,0
F1,2014,1,1,2.75,3.44,3.1,11,5,7,2,0,0,3,13,3,1,1,7,3,0,0,11,5,14,1,0,0,3,7,0,2,0,8,0,0,0
E0,2014,2,0,1.6,4.33,7.4,9,10,10,0,0,0,3,8,2,0,0,8,2,0,0,12,3,8,1,0,0,3,10,0,0,0,10,0,0,0
SP1,2014,0,1,1.65,4.57,6.4,13,10,7,2,0,0,3,15,4,3,0,11,4,0,0,17,5,14,1,0,0,3,8,2,0,0,14,2,0,0
F1,2014,4,2,2.25,3.36,4,15,5,13,1,0,0,3,8,1,1,1,13,1,0,0,12,4,8,1,0,0,3,13,1,1,0,10,1,0,0
E0,2014,0,0,2.25,3.55,3.81,17,5,8,0,0,0,3,14,0,0,0,14,0,0,0,7,1,14,2,0,0,1,8,1,0,0,7,1,0,0
E0,2014,1,0,2.38,3.4,3.8,26,4,15,2,0,0,3,11,4,0,0,19,4,0,1,9,2,11,0,0,2,3,16,0,0,0,6,0,2,0
E0,2014,2,0,6.6,4.45,1.65,15,3,12,2,0,0,3,11,3,0,0,13,3,0,0,12,6,11,2,0,0,3,13,4,0,0,7,4,0,0
D1,2014,0,3,2.1,3.6,4.1,21,9,10,0,0,0,3,15,4,0,0,16,4,0,0,14,5,14,3,0,0,3,10,1,0,0,12,1,1,0
SP1,2014,1,0,2.3,3.55,3.65,14,3,11,4,0,0,3,11,0,2,0,11,0,0,0,8,5,11,4,0,0,3,13,0,1,0,5,0,1,0
I1,2014,0,1,5.9,4,1.77,5,6,12,2,0,0,3,12,3,2,0,4,3,0,0,12,3,12,4,0,0,3,12,1,2,0,9,1,0,0
SP1,2014,2,3,14,7.4,1.32,22,6,13,3,0,0,3,9,3,0,2,10,3,0,0,11,1,9,5,0,0,3,13,3,1,0,8,3,0,0
F1,2014,0,0,3.8,3.4,2.3,19,9,17,4,0,0,3,9,1,0,0,16,1,1,0,7,2,9,1,0,1,3,17,1,1,0,4,1,1,0
D1,2014,1,2,2.55,3.6,3.1,10,8,12,3,0,0,3,15,4,1,0,8,4,0,0,11,1,12,2,0,0,3,13,1,1,0,9,1,0,1
D1,2014,1,0,5.8,4.33,1.7,17,4,11,2,0,0,2,19,5,1,0,11,5,0,0,17,4,17,4,0,0,3,11,4,1,0,10,4,1,0
I1,2014,2,1,1.25,8,20.12,21,11,13,0,0,0,3,12,2,0,0,16,2,0,0,13,0,12,0,0,0,3,13,1,1,0,10,1,0,0
D1,2014,0,2,2.45,3.7,3.25,17,7,10,0,0,0,1,12,0,1,0,14,0,0,0,8,2,12,2,0,0,3,11,2,0,0,6,2,0,0
F1,2014,2,1,2.75,3.38,3.05,14,4,16,2,0,0,3,10,1,2,1,11,1,0,0,9,4,10,3,0,0,3,16,5,1,0,7,5,0,0
E0,2014,1,3,6.9,4.86,1.6,14,4,5,2,0,0,3,12,2,0,0,14,2,0,0,10,3,12,1,0,0,3,5,1,0,0,6,1,0,0
SP1,2014,5,0,1.76,4.2,5.9,17,9,7,2,0,0,3,7,4,1,0,12,4,0,0,5,2,5,0,0,1,3,7,0,0,0,3,0,1,0
F1,2014,2,0,1.83,3.75,6.65,14,13,11,1,0,0,3,9,1,1,0,9,1,0,0,8,5,9,2,0,1,3,11,1,0,0,8,1,1,0
E0,2014,7,0,1.23,8.5,21,28,10,5,1,0,0,3,9,1,0,0,18,1,0,1,7,3,9,1,0,0,2,5,0,0,0,5,0,0,0
E0,2014,1,1,3.25,3.25,2.62,9,5,12,3,0,0,2,13,0,0,0,7,0,0,0,10,4,13,1,0,0,1,13,2,0,0,7,2,0,0
D1,2014,1,2,12,6.4,1.35,7,6,19,2,0,0,3,15,3,0,0,5,3,0,0,17,4,16,0,0,0,2,20,2,0,0,15,2,0,0
I1,2014,3,4,2.2,3.4,4.3,13,4,15,3,0,0,3,14,4,0,0,8,4,1,0,19,3,14,2,0,0,3,14,2,0,2,10,2,0,0
SP1,2014,0,1,2.8,3.62,2.78,14,6,16,6,0,0,3,7,2,0,0,12,2,0,0,15,6,7,2,0,0,3,17,1,0,0,11,1,0,0
I1,2014,0,2,1.73,4,6.4,17,5,14,2,0,0,3,15,4,0,1,9,4,0,0,7,4,15,1,0,0,3,15,2,2,0,6,2,0,0
SP1,2014,0,1,2.26,3.4,3.9,13,5,14,2,0,0,3,14,0,0,1,8,0,0,0,15,7,13,3,0,0,3,14,1,0,0,11,1,0,0
F1,2014,1,2,2.54,3.25,3.55,8,7,14,3,0,0,3,12,1,1,1,5,1,0,0,11,2,13,2,0,0,2,14,5,0,0,10,5,0,0
I1,2014,1,1,4.65,3.54,2.05,14,5,11,2,0,0,3,10,0,1,0,9,0,0,0,12,5,10,3,0,0,3,10,1,1,0,9,1,0,0
I1,2014,2,1,2.32,3.43,3.6,6,4,7,0,0,0,3,20,6,0,0,5,6,0,0,18,6,18,3,0,0,3,8,4,0,0,14,4,0,0
D1,2014,3,2,2.5,3.6,3.2,12,3,16,3,0,0,3,23,9,2,2,9,9,0,0,18,6,23,4,0,0,3,16,3,0,0,12,3,0,0
D1,2014,2,1,2.15,3.55,4.2,19,6,11,3,0,0,3,19,1,0,1,13,1,0,0,11,3,18,3,0,1,3,12,2,1,0,7,2,1,0
E0,2014,1,0,3.4,3.4,2.5,9,6,11,1,0,0,3,6,3,0,0,5,3,0,0,10,3,6,0,0,1,3,11,5,0,0,6,5,1,0
E0,2014,0,0,2.55,3.41,3.59,8,6,10,4,0,0,3,8,2,0,0,5,2,0,0,15,4,8,1,0,0,3,11,0,0,0,10,0,0,0
F1,2014,2,0,2.65,3.25,3.3,7,4,17,2,0,0,2,17,5,1,0,7,5,0,0,15,7,18,2,0,0,2,18,1,2,0,10,1,0,0
SP1,2014,2,0,1.42,5.3,10.2,15,3,10,5,0,0,2,17,5,2,0,11,5,0,0,2,0,16,4,0,0,3,11,0,4,0,2,0,1,0
I1,2014,1,0,2.65,3.39,3.13,18,3,11,3,0,0,3,16,1,2,0,14,1,0,0,5,4,14,5,0,0,3,12,5,0,0,3,5,1,0
SP1,2014,3,2,2.2,3.65,3.7,10,2,19,2,0,0,3,11,2,0,0,7,2,0,0,8,3,10,2,0,0,3,20,1,1,0,6,1,0,0
F1,2014,1,1,2.56,3.15,3.5,18,6,2,0,0,0,3,19,4,2,0,13,4,0,0,5,4,19,1,0,0,3,2,1,1,0,4,1,0,0
I1,2014,0,3,2.75,3.55,2.94,10,6,11,0,0,0,3,12,3,0,0,5,3,0,0,13,4,11,3,0,0,3,12,1,1,0,12,1,0,0
I1,2014,0,0,2.15,3.3,4.33,12,2,10,2,0,0,3,22,3,4,0,10,3,0,0,3,2,20,1,0,0,3,9,4,1,0,2,4,0,0
SP1,2014,0,1,3.2,3.36,2.6,4,9,18,3,0,0,3,11,3,1,0,3,3,0,0,16,9,10,3,0,0,3,18,2,0,0,10,2,0,0
SP1,2014,0,1,2.25,3.4,4.11,20,12,8,2,0,0,3,14,1,1,0,16,1,0,0,4,5,14,3,0,0,3,8,2,1,0,3,2,0,0
D1,2014,0,0,1.73,4.2,6.18,19,6,25,1,0,0,2,15,0,0,0,17,0,0,0,7,2,15,1,0,0,3,26,1,1,0,6,1,0,0
SP1,2014,3,1,2.41,3.38,3.45,14,7,19,3,0,0,3,17,2,0,0,9,2,0,0,17,5,14,3,0,0,2,16,0,0,0,9,0,0,0
F1,2014,1,1,1.3,6.4,14.52,15,11,7,1,0,0,3,20,4,1,0,12,4,0,0,9,2,20,2,0,0,3,7,0,0,0,4,0,0,0
E0,2014,4,0,1.29,8.2,16,33,9,12,0,0,0,3,7,4,0,0,25,4,0,1,4,3,6,1,0,0,3,13,2,0,0,4,2,0,0
D1,2014,2,1,5.6,4.3,1.77,10,5,14,2,0,0,3,17,2,0,0,7,2,0,0,12,2,17,4,0,0,3,11,3,1,0,9,3,0,0
SP1,2014,2,1,1.65,4.1,7,21,10,16,3,0,1,3,21,1,2,0,14,1,1,0,7,2,21,6,0,0,3,17,3,3,0,5,3,0,0
F1,2014,1,0,2.66,3.44,3.13,17,9,15,1,0,0,2,9,4,0,0,12,4,0,0,11,4,9,2,0,0,3,17,3,1,0,9,3,0,0
E0,2014,2,0,2.3,3.4,3.75,17,5,10,1,0,0,2,3,5,0,0,12,5,0,0,8,3,3,1,0,0,3,10,7,0,0,6,7,0,0
E0,2014,2,2,1.35,6.3,12,17,9,11,3,0,0,3,12,3,0,0,11,3,0,0,10,4,12,6,0,0,3,11,0,0,0,6,0,0,0
D1,2014,3,1,1.65,4.6,6.66,18,6,14,2,0,0,3,19,2,1,0,11,2,0,0,9,2,18,4,0,0,3,14,1,0,0,4,1,0,0
F1,2014,0,0,3.3,3.3,2.66,9,4,19,3,0,0,3,16,2,1,0,7,2,1,0,13,5,16,3,0,0,2,19,2,2,0,11,2,0,0
SP1,2014,0,2,2.05,3.78,4.3,17,8,14,3,0,0,3,19,3,1,0,14,3,0,0,16,4,18,2,0,0,3,15,5,0,0,11,5,0,0
E0,2014,3,1,2.55,3.5,3.44,14,4,12,1,0,0,2,10,0,0,0,12,0,0,0,11,2,10,1,0,0,3,12,6,0,0,5,6,0,0
SP1,2014,1,1,2.15,3.4,4.3,10,4,16,3,0,0,2,13,7,1,0,5,7,0,0,9,7,12,6,0,0,3,16,1,2,0,8,1,0,0
D1,2014,3,1,1.73,4.3,6.28,13,6,6,2,0,0,3,17,1,1,0,10,1,0,1,19,3,15,2,0,0,3,7,2,1,0,13,2,0,0
D1,2014,3,0,1.17,10,24.82,23,8,10,0,0,0,3,10,0,0,0,13,0,0,0,7,4,10,0,0,0,3,12,4,0,1,7,4,0,0
D1,2014,5,3,1.7,4.4,5.7,20,3,10,3,0,0,3,18,1,1,0,16,1,0,0,11,6,16,4,0,0,2,11,0,1,0,8,0,0,0
